80 2
k power
3.75378e-03 1.94417e+03
8.05040e-03 1.62701e+04
1.28486e-02 3.89660e+04
1.77516e-02 3.23197e+04
2.26918e-02 2.61523e+04
2.76480e-02 3.74031e+04
3.26126e-02 2.77308e+04
3.76111e-02 2.35766e+04
4.26130e-02 2.23838e+04
4.76051e-02 1.95772e+04
5.25913e-02 1.89585e+04
5.75684e-02 1.79678e+04
6.25625e-02 1.58046e+04
6.75666e-02 1.43232e+04
7.25730e-02 1.19143e+04
7.75647e-02 1.38452e+04
8.25476e-02 1.19246e+04
8.75441e-02 1.09191e+04
9.25437e-02 9.89331e+03
9.75415e-02 7.19850e+03
1.02541e-01 7.88320e+03
1.07542e-01 7.15079e+03
1.12541e-01 6.23512e+03
1.17533e-01 4.60107e+03
1.22524e-01 4.64741e+03
1.27531e-01 4.05658e+03
1.32537e-01 4.47180e+03
1.37532e-01 5.08777e+03
1.42526e-01 4.08664e+03
1.47525e-01 3.56920e+03
1.52527e-01 3.39152e+03
1.57525e-01 3.99594e+03
1.62524e-01 3.00941e+03
1.67524e-01 3.12725e+03
1.72523e-01 2.36436e+03
1.77521e-01 2.47131e+03
1.82521e-01 2.17486e+03
1.87522e-01 2.46993e+03
1.92522e-01 2.31679e+03
1.97522e-01 2.05712e+03
2.02520e-01 1.77630e+03
2.07516e-01 1.75789e+03
2.12515e-01 1.78415e+03
2.17519e-01 1.18282e+03
2.22521e-01 5.70703e+02
2.27520e-01 1.06162e+03
2.32521e-01 1.16267e+03
2.37519e-01 1.32391e+03
2.42517e-01 5.92234e+02
2.47516e-01 8.17586e+02
2.52517e-01 5.68609e+02
2.57519e-01 9.75633e+02
2.62519e-01 9.92477e+02
2.67517e-01 9.15398e+02
2.72515e-01 5.55883e+02
2.77516e-01 1.13691e+03
2.82516e-01 5.47164e+02
2.87515e-01 1.17485e+03
2.92513e-01 4.57891e+02
2.97512e-01 7.38750e+01
3.02513e-01 5.17367e+02
3.07511e-01 9.68906e+01
3.12511e-01 5.66766e+02
3.17513e-01 5.90922e+02
3.22513e-01 1.94039e+02
3.27512e-01 2.65398e+02
3.32509e-01 5.24062e+02
3.37510e-01 4.97570e+02
3.42513e-01 2.33609e+02
3.47514e-01 1.18680e+02
3.52514e-01 2.26328e+02
3.57512e-01 2.28953e+02
3.62512e-01 2.92930e+02
3.67512e-01 1.83844e+02
3.72510e-01 1.86727e+02
3.77511e-01 -1.53047e+01
3.82512e-01 2.28172e+02
3.87512e-01 2.11312e+02
3.92510e-01 -2.96328e+01
3.97510e-01 -8.03594e+01
3.75378e-03 -8.99670e+03
8.05040e-03 3.34517e+04
1.28486e-02 1.81167e+04
1.77516e-02 3.69827e+03
2.26918e-02 8.35308e+03
2.76480e-02 9.17645e+03
3.26126e-02 2.01581e+04
3.76111e-02 1.16775e+04
4.26130e-02 9.72505e+03
4.76051e-02 1.21562e+04
5.25913e-02 1.39039e+04
5.75684e-02 2.13707e+03
6.25625e-02 -7.77525e+02
6.75666e-02 6.56974e+03
7.25730e-02 1.00275e+04
7.75647e-02 8.05925e+03
8.25476e-02 1.94659e+03
8.75441e-02 5.87884e+02
9.25437e-02 1.48997e+03
9.75415e-02 1.37662e+03
1.02541e-01 3.74208e+03
1.07542e-01 2.52423e+03
1.12541e-01 2.57155e+03
1.17533e-01 7.39380e+02
1.22524e-01 1.46512e+03
1.27531e-01 -2.56417e+01
1.32537e-01 1.48399e+03
1.37532e-01 2.25639e+03
1.42526e-01 2.30295e+03
1.47525e-01 1.32277e+03
1.52527e-01 -1.10579e+03
1.57525e-01 -7.88122e+02
1.62524e-01 9.44981e+02
1.67524e-01 2.82790e+03
1.72523e-01 7.78673e+02
1.77521e-01 -3.06043e+02
1.82521e-01 -2.97597e+03
1.87522e-01 -1.12784e+03
1.92522e-01 2.68201e+02
1.97522e-01 2.69835e+02
2.02520e-01 -3.12392e+02
2.07516e-01 3.93578e+02
2.12515e-01 -2.39852e+02
2.17519e-01 6.56237e+02
2.22521e-01 9.16005e+02
2.27520e-01 -3.39810e+02
2.32521e-01 -9.30392e+02
2.37519e-01 6.46216e+02
2.42517e-01 6.32236e+01
2.47516e-01 8.04755e+02
2.52517e-01 -3.68262e+01
2.57519e-01 -7.66946e+02
2.62519e-01 -4.04679e+02
2.67517e-01 -1.43093e+03
2.72515e-01 2.12117e+02
2.77516e-01 8.42205e+01
2.82516e-01 -1.07224e+02
2.87515e-01 -9.20866e+02
2.92513e-01 7.83054e+02
2.97512e-01 5.10123e+02
3.02513e-01 4.23170e+02
3.07511e-01 9.19119e+02
3.12511e-01 8.68284e+02
3.17513e-01 -1.72875e+02
3.22513e-01 2.02010e+02
3.27512e-01 -3.79249e+01
3.32509e-01 -7.48641e+02
3.37510e-01 -1.00120e+02
3.42513e-01 2.32093e+02
3.47514e-01 4.60466e+02
3.52514e-01 -2.04595e+02
3.57512e-01 -5.49769e+02
3.62512e-01 -1.29058e+03
3.67512e-01 -9.24782e+02
3.72510e-01 -1.68352e+02
3.77511e-01 -1.29172e+03
3.82512e-01 2.14682e+02
3.87512e-01 -5.67530e+02
3.92510e-01 -5.24294e+02
3.97510e-01 -1.00623e+03
