60 2
k power
3.78596e-03 3.31105e+03
8.05565e-03 3.71902e+04
1.28387e-02 4.09208e+04
1.77584e-02 3.89448e+04
2.26862e-02 4.19511e+04
2.76450e-02 2.94232e+04
3.26261e-02 2.66731e+04
3.76152e-02 2.82035e+04
4.26121e-02 2.49311e+04
4.75881e-02 1.93836e+04
5.25764e-02 1.94146e+04
5.75766e-02 1.61045e+04
6.25706e-02 1.65956e+04
6.75643e-02 1.36821e+04
7.25546e-02 1.47448e+04
7.75520e-02 1.17110e+04
8.25499e-02 1.08496e+04
8.75466e-02 7.56545e+03
9.25461e-02 8.21158e+03
9.75410e-02 7.68235e+03
1.02539e-01 6.30253e+03
1.07538e-01 6.64491e+03
1.12539e-01 6.78850e+03
1.17539e-01 6.18182e+03
1.22534e-01 4.76885e+03
1.27532e-01 5.19179e+03
1.32531e-01 5.47175e+03
1.37529e-01 4.94455e+03
1.42529e-01 4.37959e+03
1.47527e-01 4.04666e+03
1.52526e-01 3.56923e+03
1.57526e-01 3.35959e+03
1.62527e-01 2.90423e+03
1.67528e-01 2.18593e+03
1.72524e-01 2.49787e+03
1.77522e-01 2.22162e+03
1.82524e-01 2.61391e+03
1.87522e-01 2.27586e+03
1.92522e-01 1.99047e+03
1.97523e-01 1.92776e+03
2.02522e-01 1.65971e+03
2.07520e-01 1.62933e+03
2.12520e-01 1.52575e+03
2.17519e-01 9.63570e+02
2.22517e-01 7.94344e+02
2.27517e-01 1.17607e+03
2.32517e-01 1.44563e+03
2.37517e-01 1.09502e+03
2.42517e-01 7.75594e+02
2.47517e-01 1.06246e+03
2.52517e-01 1.12466e+03
2.57516e-01 8.01258e+02
2.62515e-01 4.55656e+02
2.67515e-01 1.06069e+03
2.72514e-01 9.04562e+02
2.77515e-01 8.06852e+02
2.82515e-01 4.14055e+02
2.87514e-01 7.93906e+01
2.92514e-01 2.70820e+02
2.97513e-01 2.88539e+02
3.78596e-03 4.51712e+03
8.05565e-03 2.35568e+04
1.28387e-02 2.97063e+04
1.77584e-02 1.20370e+04
2.26862e-02 5.58218e+03
2.76450e-02 1.76476e+04
3.26261e-02 1.28101e+04
3.76152e-02 1.68505e+04
4.26121e-02 1.95784e+03
4.75881e-02 -1.51819e+03
5.25764e-02 4.65002e+03
5.75766e-02 5.09283e+03
6.25706e-02 4.87798e+03
6.75643e-02 1.56227e+03
7.25546e-02 5.39616e+03
7.75520e-02 6.10097e+03
8.25499e-02 8.90475e+03
8.75466e-02 -2.38527e+02
9.25461e-02 2.58942e+02
9.75410e-02 -9.25036e+02
1.02539e-01 -4.03744e+02
1.07538e-01 -6.59016e+02
1.12539e-01 8.09798e+01
1.17539e-01 1.08129e+02
1.22534e-01 1.70900e+03
1.27532e-01 3.14185e+02
1.32531e-01 -8.66716e+02
1.37529e-01 8.52485e+02
1.42529e-01 2.31756e+03
1.47527e-01 1.66165e+03
1.52526e-01 -2.03679e+02
1.57526e-01 7.32705e+02
1.62527e-01 3.41607e+03
1.67528e-01 9.12462e+02
1.72524e-01 7.15889e+02
1.77522e-01 -9.72321e+02
1.82524e-01 -2.62535e+02
1.87522e-01 -1.04810e+03
1.92522e-01 -1.00608e+03
1.97523e-01 -8.84936e+02
2.02522e-01 -3.33512e+02
2.07520e-01 3.77306e+02
2.12520e-01 7.98962e+02
2.17519e-01 5.11650e+02
2.22517e-01 -7.70964e+02
2.27517e-01 -1.13165e+03
2.32517e-01 -1.22915e+03
2.37517e-01 1.52276e+02
2.42517e-01 -4.45686e+02
2.47517e-01 -1.03279e+03
2.52517e-01 -4.00597e+02
2.57516e-01 -1.41503e+03
2.62515e-01 -5.50922e+02
2.67515e-01 -6.48030e+02
2.72514e-01 -7.31168e+02
2.77515e-01 -5.91431e+02
2.82515e-01 -6.92490e+02
2.87514e-01 1.24514e+01
2.92514e-01 -7.12033e+02
2.97513e-01 3.75457e+01
