# k P0 P2 modes
3.7081e-03      3.5445e+04      9.4409e+04      1.9100e+02     
8.0186e-03      3.1600e+04      -6.2664e+03     1.3800e+03     
1.2844e-02      3.4103e+04      -9.9555e+03     3.7700e+03     
1.7751e-02      4.3547e+04      5.2818e+03      7.2560e+03     
2.2691e-02      2.9366e+04      -1.1134e+04     1.2010e+04     
2.7661e-02      3.4753e+04      -7.7252e+03     1.7924e+04     
3.2632e-02      3.1771e+04      1.0233e+04      2.4910e+04     
3.7609e-02      2.8962e+04      1.0235e+04      3.3240e+04     
4.2590e-02      2.0985e+04      1.1561e+04      4.2566e+04     
4.7584e-02      1.7805e+04      1.1558e+04      5.3478e+04     
5.2589e-02      1.6548e+04      4.4183e+03      6.5258e+04     
5.7577e-02      1.8523e+04      6.9554e+03      7.7788e+04     
6.2568e-02      1.7237e+04      -2.2948e+02     9.2438e+04     
6.7564e-02      1.2965e+04      3.3388e+02      1.0741e+05     
7.2559e-02      1.4446e+04      7.9409e+03      1.2424e+05     
7.7553e-02      1.1573e+04      1.0393e+04      1.4157e+05     
8.2549e-02      1.0376e+04      3.2044e+03      1.6089e+05     
8.7547e-02      7.3879e+03      5.6014e+03      1.8054e+05     
9.2542e-02      6.8627e+03      1.1619e+03      2.0200e+05     
9.7542e-02      6.6607e+03      8.7480e+03      2.2454e+05     
1.0254e-01      6.7231e+03      5.3473e+03      2.4804e+05     
1.0754e-01      5.7645e+03      2.6144e+03      2.7288e+05     
1.1254e-01      6.3566e+03      4.2768e+02      2.9859e+05     
1.1754e-01      7.2030e+03      1.5694e+03      3.2592e+05     
1.2254e-01      4.6765e+03      7.1316e+02      3.5433e+05     
1.2753e-01      4.8717e+03      8.5341e+02      3.8342e+05     
1.3253e-01      4.5460e+03      7.2127e+02      4.1423e+05     
1.3753e-01      4.3200e+03      1.4714e+03      4.4637e+05     
1.4253e-01      4.6946e+03      1.8997e+02      4.7956e+05     
1.4753e-01      4.3010e+03      3.3653e+03      5.1353e+05     
1.5253e-01      4.2935e+03      1.3642e+03      5.4893e+05     
1.5753e-01      5.0253e+03      1.5768e+03      5.8555e+05     
1.6253e-01      3.7212e+03      1.1773e+03      6.2309e+05     
1.6753e-01      2.0378e+03      -6.3096e+01     6.6262e+05     
1.7253e-01      3.1450e+03      -1.4301e+02     7.0167e+05     
1.7752e-01      2.2244e+03      6.6515e+02      7.4376e+05     
1.8252e-01      2.0456e+03      5.0618e+02      7.8562e+05     
1.8752e-01      2.1990e+03      2.3770e+02      8.3010e+05     
1.9252e-01      2.2869e+03      3.5718e+02      8.7442e+05     
1.9752e-01      2.7353e+03      4.2666e+02      9.2068e+05     
2.0252e-01      1.3979e+03      2.2597e+01      9.6772e+05     
2.0752e-01      8.0470e+02      -2.4119e+02     1.0166e+06     
2.1252e-01      1.6342e+03      1.1556e+02      1.0655e+06     
2.1752e-01      1.4721e+03      -6.4320e+02     1.1167e+06     
2.2252e-01      9.3234e+02      5.5859e+02      1.1679e+06     
2.2752e-01      1.7858e+03      4.6663e+01      1.2220e+06     
2.3252e-01      1.7618e+03      -1.8243e+02     1.2756e+06     
2.3752e-01      1.1588e+03      7.2847e+02      1.3322e+06     
2.4252e-01      1.0928e+03      1.5943e+02      1.3876e+06     
2.4752e-01      1.5503e+03      -3.5257e+02     1.4460e+06     
2.5252e-01      1.0682e+03      -2.6720e+02     1.5040e+06     
2.5752e-01      6.4807e+02      6.0392e+02      1.5648e+06     
2.6252e-01      1.0497e+03      5.9154e+02      1.6261e+06     
2.6751e-01      1.1440e+03      1.3036e+03      1.6885e+06     
2.7251e-01      9.4398e+02      -2.4933e+02     1.7529e+06     
2.7751e-01      6.7566e+02      -6.8344e+02     1.8179e+06     
2.8252e-01      1.0986e+03      1.1632e+03      1.8833e+06     
2.8752e-01      7.4695e+02      5.8188e+02      1.9511e+06     
2.9251e-01      8.1476e+02      1.3409e+03      2.0185e+06     
2.9751e-01      9.1480e+02      1.0358e+03      2.0886e+06     
3.0251e-01      6.7927e+02      -8.2413e+02     2.1598e+06     
3.0751e-01      7.6540e+02      -1.2989e+03     2.2320e+06     
3.1251e-01      8.1154e+02      -2.6166e+02     2.3040e+06     
3.1751e-01      1.0456e+03      -3.2049e+00     2.3796e+06     
3.2251e-01      5.2893e+02      -5.6232e+02     2.4550e+06     
3.2751e-01      5.6848e+02      -1.0627e+02     2.5320e+06     
3.3251e-01      7.5015e+02      3.3224e+02      2.6095e+06     
3.3751e-01      2.1160e+02      3.8648e+02      2.6876e+06     
3.4251e-01      3.1628e+02      3.0958e+02      2.7682e+06     
3.4751e-01      7.5588e+02      7.3093e+01      2.8494e+06     
3.5251e-01      5.8673e+02      -9.9767e+02     2.9332e+06     
3.5751e-01      4.3645e+02      -9.0992e+02     3.0162e+06     
3.6251e-01      6.2094e+02      -7.1393e+02     3.1017e+06     
3.6751e-01      4.2985e+02      -1.5090e+02     3.1877e+06     
3.7251e-01      4.7906e+02      -3.6627e+02     3.2753e+06     
3.7751e-01      1.5387e+02      5.7394e+01      3.3626e+06     
3.8251e-01      1.7618e+02      -5.0710e+01     3.4523e+06     
3.8751e-01      1.4559e+02      1.0914e+03      3.5442e+06     
3.9251e-01      1.1432e+02      4.7011e+02      3.6361e+06     
3.9751e-01      2.2860e+02      -6.5778e+00     3.7286e+06     
4.0251e-01      3.6734e+01      5.7188e+01      3.8232e+06     
4.0751e-01      1.3904e+02      -4.9019e+02     3.9189e+06     
4.1251e-01      2.9410e+02      -2.4590e+02     4.0169e+06     
4.1751e-01      2.1994e+02      -1.8241e+02     4.1126e+06     
4.2251e-01      2.7657e+02      -2.0863e+02     4.2134e+06     
4.2751e-01      2.3476e+02      -2.9164e+02     4.3129e+06     
4.3251e-01      2.3654e+02      -3.6377e+02     4.4155e+06     
4.3751e-01      1.9683e+02      -2.3445e+02     4.5171e+06     
4.4251e-01      1.3038e+02      -1.4942e+02     4.6208e+06     
4.4751e-01      4.3768e+02      4.6385e+02      4.7267e+06     
4.5251e-01      1.9409e+02      1.4906e+02      4.8327e+06     
4.5751e-01      2.9039e+02      2.7340e+02      4.9386e+06     
4.6251e-01      -2.0252e+02     4.5155e+02      5.0482e+06     
