# s Q0 Q2 Q4 Q6 Q8 Q10
1.000000000000000021e-02 1.000000000000000000e+00 3.097702959406420773e-08 5.802478573564049742e-08 2.002629088860802084e-08 4.291716012591066457e-08 1.231626107071305706e-06
1.013596500938556896e-02 9.999982068059081186e-01 3.182802414338185939e-08 5.961836575028373107e-08 2.057628491606121532e-08 4.409578124451007557e-08 1.265448954707484808e-06
1.027377866714885950e-02 9.999963954311328340e-01 3.270243706474722590e-08 6.125578000758405383e-08 2.114140728669240729e-08 4.530682047802251986e-08 1.300202065272078453e-06
1.041346610843927462e-02 9.999945656913803438e-01 3.360091444358448075e-08 6.293823704801933369e-08 2.172207509041679497e-08 4.655117153572154112e-08 1.335911082849926157e-06
1.055505281015629848e-02 9.999927174004887842e-01 3.452412025688196213e-08 6.466697884640925860e-08 2.231871695559334350e-08 4.782975284806129737e-08 1.372602360809168120e-06
1.069856459559610611e-02 9.999908503704105778e-01 3.547273687151442086e-08 6.644328174178318263e-08 2.293177336991376065e-08 4.914350825407815538e-08 1.410302981520970350e-06
1.084402763916134105e-02 9.999889644111924492e-01 3.644746555620178406e-08 6.826845739263529649e-08 2.356169701005173222e-08 5.049340770755346279e-08 1.449040776617354160e-06
1.099146847113493392e-02 9.999870593309559963e-01 3.744902700821311472e-08 7.014385375963656961e-08 2.420895308078669064e-08 5.188044800346841716e-08 1.488844347831024318e-06
1.114091398251883941e-02 9.999851349358792607e-01 3.847816189454952083e-08 7.207085611529864529e-08 2.487401966342752898e-08 5.330565352437569055e-08 1.529743088406429454e-06
1.129239142993853674e-02 9.999831910301755222e-01 3.953563141061097604e-08 7.405088810161725544e-08 2.555738804618415688e-08 5.477007700770500359e-08 1.571767205116349793e-06
1.144592844061424926e-02 9.999812274160752024e-01 4.062221784414570748e-08 7.608541272039103466e-08 2.625956320434929047e-08 5.627480033593346054e-08 1.614947740908646706e-06
1.160155301739971417e-02 9.999792438938039929e-01 4.173872517570254804e-08 7.817593354579312404e-08 2.698106401108833535e-08 5.782093534576368100e-08 1.659316598149380195e-06
1.175929354388950687e-02 9.999772402615638711e-01 4.288597967524733435e-08 8.032399577548651624e-08 2.772242373859959523e-08 5.940962466322154993e-08 1.704906562558082117e-06
1.191917878959576627e-02 9.999752163155121165e-01 4.406483052606361249e-08 8.253118740967222605e-08 2.848419043037790356e-08 6.104204256067684146e-08 1.751751327797385218e-06
1.208123791519533259e-02 9.999731718497402166e-01 4.527615046402162497e-08 8.479914044329895009e-08 2.926692731262777060e-08 6.271939583811240406e-08 1.799885520752967934e-06
1.224550047784821530e-02 9.999711066562543271e-01 4.652083643471634441e-08 8.712953209151605653e-08 3.007121321714740798e-08 6.444292472895793647e-08 1.849344727517984321e-06
1.241199643658837636e-02 9.999690205249518460e-01 4.779981026939627142e-08 8.952408605008625833e-08 3.089764301627594172e-08 6.621390383175726925e-08 1.900165520118387362e-06
1.258075615778781603e-02 9.999669132436029839e-01 4.911401937974539925e-08 9.198457379086523863e-08 3.174682806994042805e-08 6.803364306774708574e-08 1.952385483981350033e-06
1.275181042069493259e-02 9.999647845978261174e-01 5.046443747210156692e-08 9.451281589342984987e-08 3.261939668517627642e-08 6.990348866514606588e-08 2.006043246169699138e-06
1.292519042304821064e-02 9.999626343710689147e-01 5.185206528224695308e-08 9.711068341497040423e-08 3.351599458885061988e-08 7.182482417171838696e-08 2.061178504427216536e-06
1.310092778676621127e-02 9.999604623445841334e-01 5.327793133032546229e-08 9.978009929760278858e-08 3.443728541329761747e-08 7.379907149498531935e-08 2.117832057016817842e-06
1.327905456371494472e-02 9.999582682974084147e-01 5.474309269761462024e-08 1.025230398163230201e-07 3.538395119597731354e-08 7.582769197246791225e-08 2.176045833419962885e-06
1.345960324155364221e-02 9.999560520063401903e-01 5.624863582474803558e-08 1.053415360668363280e-07 3.635669289289319070e-08 7.791218747139109990e-08 2.235862925880931345e-06
1.364260674966003006e-02 9.999538132459163675e-01 5.779567733277753624e-08 1.082376754958479176e-07 3.735623090666112958e-08 8.005410151976145829e-08 2.297327621850812135e-06
1.382809846513614535e-02 9.999515517883886817e-01 5.938536486722775684e-08 1.112136034740900134e-07 3.838330562932419970e-08 8.225502046902049716e-08 2.360485437336967601e-06
1.401611221889583273e-02 9.999492674037033790e-01 6.101887796619747551e-08 1.142715249140432453e-07 3.943867800058923375e-08 8.451657468972031232e-08 2.425383151199474643e-06
1.420668230183496847e-02 9.999469598594735720e-01 6.269742895466088394e-08 1.174137059517802811e-07 4.052313005358028673e-08 8.684043980005347553e-08 2.492068840394804467e-06
1.439984347108564690e-02 9.999446289209608096e-01 6.442226385419706644e-08 1.206424755802948392e-07 4.163746561689214685e-08 8.922833793114076613e-08 2.560591916247981174e-06
1.459563095635533526e-02 9.999422743510465450e-01 6.619466333886487431e-08 1.239602275229438835e-07 4.278251075341398489e-08 9.168203902451668957e-08 2.631003161699219576e-06
1.479408046635224960e-02 9.999398959102102635e-01 6.801594369728195263e-08 1.273694219640301133e-07 4.395911449593925972e-08 9.420336216926767883e-08 2.703354769636418164e-06
1.499522819529809474e-02 9.999374933565061685e-01 6.988745783260195345e-08 1.308725874269797737e-07 4.516814946066255664e-08 9.679417697561404708e-08 2.777700382298273342e-06
1.519911082952933937e-02 9.999350664455358695e-01 7.181059628835552934e-08 1.344723226851125059e-07 4.641051250652967401e-08 9.945640498708866427e-08 2.854095131779019735e-06
1.540576555418826481e-02 9.999326149304258449e-01 7.378678830382084114e-08 1.381712987272580905e-07 4.768712541351206055e-08 1.021920211332354135e-07 2.932595681695053629e-06
1.561523006000497225e-02 9.999301385618021287e-01 7.581750289869936740e-08 1.419722607777802341e-07 4.899893557965344163e-08 1.050030552224990430e-07 3.013260270003992593e-06
1.582754255017161313e-02 9.999276370877629994e-01 7.790424998908733136e-08 1.458780303747138571e-07 5.034691673816743599e-08 1.078915934780468171e-07 3.096148753054750115e-06
1.604274174731007072e-02 9.999251102538567748e-01 8.004858153470142604e-08 1.498915075059180769e-07 5.173206969455271821e-08 1.108597801164465930e-07 3.181322650866453017e-06
1.626086690053439587e-02 9.999225578030528361e-01 8.225209271877395162e-08 1.540156728058709268e-07 5.315542308463126486e-08 1.139098189711418497e-07 3.268845193691815726e-06
1.648195779260926142e-02 9.999199794757176463e-01 8.451642316145054106e-08 1.582535898146452398e-07 5.461803415404091948e-08 1.170439751618597254e-07 3.358781369897527546e-06
1.670605474720572581e-02 9.999173750095868840e-01 8.684325816763344675e-08 1.626084073008050007e-07 5.612098955978236619e-08 1.202645768112359278e-07 3.451197975198466225e-06
1.693319863625569049e-02 9.999147441397399083e-01 8.923433001008179261e-08 1.670833616497178139e-07 5.766540619433636811e-08 1.235740168097600536e-07 3.546163663277352082e-06
1.716343088740631198e-02 9.999120865985730022e-01 9.169141925130883375e-08 1.716817793392946451e-07 5.925243200533786814e-08 1.269747546307832833e-07 3.643748997844872711e-06
1.739679349157578769e-02 9.999094021157703960e-01 9.421635609260834457e-08 1.764070793888294633e-07 6.088324697900698914e-08 1.304693181982402434e-07 3.744026506185610621e-06
1.763332901061187910e-02 9.999066904182800641e-01 9.681102178190618789e-08 1.812627760713886594e-07 6.255906386843481106e-08 1.340603058038700726e-07 3.847070734174336228e-06
1.787308058505454600e-02 9.999039512302829724e-01 9.947735004126789225e-08 1.862524815082083767e-07 6.428112922723472961e-08 1.377503880824509057e-07 3.952958302904377749e-06
1.811609194200414219e-02 9.999011842731660993e-01 1.022173285451818311e-07 1.913799084344636805e-07 6.605072432928300443e-08 1.415423100410289234e-07 4.061767966889630937e-06
1.836240740309658462e-02 9.998983892654945693e-01 1.050330004389179926e-07 1.966488730238952416e-07 6.786916614337318113e-08 1.454388931461341659e-07 4.173580673923895927e-06
1.861207189258694966e-02 9.998955659229833426e-01 1.079264659002020812e-07 2.020632977937306127e-07 6.973780833557391698e-08 1.494430374703004843e-07 4.288479626640447644e-06
1.886513094554299538e-02 9.998927139584673496e-01 1.108998837452133727e-07 2.076272145917554206e-07 7.165804229992908490e-08 1.535577238992572454e-07 4.406550345810970582e-06
1.912163071615007037e-02 9.998898330818730695e-01 1.139554730805519587e-07 2.133447676685786537e-07 7.363129821855162806e-08 1.577860164020411570e-07 4.527880735448361204e-06
1.938161798612894268e-02 9.998869230001889985e-01 1.170955150022025828e-07 2.192202168369769353e-07 7.565904615175956872e-08 1.621310643654174828e-07 4.652561149753128047e-06
1.964514017326809622e-02 9.998839834174357843e-01 1.203223543429833577e-07 2.252579407210648661e-07 7.774279715920385413e-08 1.665961049946399511e-07 4.780684461961590011e-06
1.991224534007201771e-02 9.998810140346368058e-01 1.236384014698783825e-07 2.314624400978702296e-07 7.988410445287557119e-08 1.711844657824502573e-07 4.912346135150319258e-06
2.018298220252708053e-02 9.998780145497856431e-01 1.270461341348260670e-07 2.378383413533641542e-07 8.208456455499436052e-08 1.758995670480881228e-07 5.047644295052699872e-06
2.045740013898661794e-02 9.998749846578197653e-01 1.305480993680307869e-07 2.443903999399852822e-07 8.434581862944738308e-08 1.807449245499703768e-07 5.186679804961709182e-06
2.073554919917678166e-02 9.998719240505844486e-01 1.341469154459493466e-07 2.511235041269332274e-07 8.666955356816328514e-08 1.857241521694349632e-07 5.329556342721049500e-06
2.101748011332488231e-02 9.998688324168056862e-01 1.378452738951128788e-07 2.580426786622930760e-07 8.905750339313874823e-08 1.908409646745064805e-07 5.476380479958974926e-06
2.130324430141180420e-02 9.998657094420564384e-01 1.416459415633026859e-07 2.651530886370811078e-07 9.151145055509219848e-08 1.960991805602008360e-07 5.627261763541695141e-06
2.159289388255025699e-02 9.998625548087246573e-01 1.455517627483036229e-07 2.724600434404011123e-07 9.403322729815715443e-08 2.015027249706183159e-07 5.782312799366131735e-06
2.188648168449050871e-02 9.998593681959827562e-01 1.495656613872984220e-07 2.799690008268014169e-07 9.662471706328441141e-08 2.070556327038840746e-07 5.941649338527437289e-06
2.218406125325540421e-02 9.998561492797533035e-01 1.536906433092989759e-07 2.876855711002594567e-07 9.928785593187974675e-08 2.127620513032028113e-07 6.105390365954866713e-06
2.248568686290629282e-02 9.998528977326779366e-01 1.579297985519161009e-07 2.956155214171700274e-07 1.020246341104967428e-07 2.186262442357795883e-07 6.273658191566215504e-06
2.279141352544189481e-02 9.998496132240805023e-01 1.622863037445866040e-07 3.037647802122425179e-07 1.048370974579317884e-07 2.246525941624876832e-07 6.446578544023320853e-06
2.310129700083160542e-02 9.998462954199397457e-01 1.667634245624189436e-07 3.121394417704387473e-07 1.077273490280942212e-07 2.308456063008516518e-07 6.624280667167332741e-06
2.341539380718529045e-02 9.998429439828486753e-01 1.713645182401404296e-07 3.207457708327417198e-07 1.106975507975819050e-07 2.372099118855574476e-07 6.806897419223725178e-06
2.373376123106136701e-02 9.998395585719858092e-01 1.760930361787301314e-07 3.295902075278188254e-07 1.137499251596165450e-07 2.437502717244646585e-07 6.994565374795715336e-06
2.405645733791497709e-02 9.998361388430768715e-01 1.809525266064263236e-07 3.386793722496038385e-07 1.168867567453896898e-07 2.504715798597892660e-07 7.187424929820810614e-06
2.438354098268829054e-02 9.998326844483613751e-01 1.859466373266606623e-07 3.480200707727931610e-07 1.201103941544506161e-07 2.573788673323782815e-07 7.385620409507600465e-06
2.471507182054475185e-02 9.998291950365584269e-01 1.910791185427560192e-07 3.576192994946982575e-07 1.234232517632902575e-07 2.644773060537719988e-07 7.589300179356651088e-06
2.505111031774929012e-02 9.998256702528292017e-01 1.963538257642516097e-07 3.674842508278828729e-07 1.268278115859424844e-07 2.717722127895769369e-07 7.798616759371519328e-06
2.539171776269645922e-02 9.998221097387420819e-01 2.017747227965380468e-07 3.776223187466442504e-07 1.303266251876570682e-07 2.792690532564042759e-07 8.013726941524404272e-06
2.573695627708853448e-02 9.998185131322356867e-01 2.073458848170941297e-07 3.880411044934131101e-07 1.339223156537397152e-07 2.869734463368545093e-07 8.234791910604899264e-06
2.608688882726556413e-02 9.998148800675831227e-01 2.130715015418781645e-07 3.987484224670334667e-07 1.376175795865281132e-07 2.948911684142488916e-07 8.461977368505481842e-06
2.644157923568950935e-02 9.998112101753540149e-01 2.189558804735203557e-07 4.097523061847299187e-07 1.414151893008201481e-07 3.030281578342864439e-07 8.695453662118878376e-06
2.680109219258448860e-02 9.998075030823770915e-01 2.250034502631232256e-07 4.210610146083394453e-07 1.453179947988958360e-07 3.113905194905018651e-07 8.935395914834272642e-06
2.716549326773531198e-02 9.998037584117031029e-01 2.312187641489311213e-07 4.326830384577394530e-07 1.493289260871856269e-07 3.199845295453340539e-07 9.181984161868488254e-06
2.753484892244643586e-02 9.997999757825662970e-01 2.376065035046178816e-07 4.446271068038014070e-07 1.534509954163323873e-07 3.288166402849742725e-07 9.435403489456363314e-06
2.790922652166349938e-02 9.997961548103452278e-01 2.441714814879628374e-07 4.569021938310201957e-07 1.576872996143898695e-07 3.378934851139482249e-07 9.695844178040042153e-06
2.828869434625969417e-02 9.997922951065242314e-01 2.509186467950754017e-07 4.695175257947626037e-07 1.620410224871558476e-07 3.472218836933307818e-07 9.963501849574100104e-06
2.867332160548916389e-02 9.997883962786555667e-01 2.578530875235542650e-07 4.824825881793449140e-07 1.665154372877818024e-07 3.568088472271745837e-07 1.023857761907757120e-05
2.906317844960974034e-02 9.997844579303156731e-01 2.649800351490058562e-07 4.958071330804992783e-07 1.711139092291788130e-07 3.666615839000274055e-07 1.052127825052032307e-05
2.945833598267730280e-02 9.997804796610699762e-01 2.723048686069328290e-07 5.095011867046745720e-07 1.758398982097551285e-07 3.767875044731867763e-07 1.081181631723217785e-05
2.985886627551409891e-02 9.997764610664284790e-01 2.798331185134986031e-07 5.235750572788858062e-07 1.806969613347103209e-07 3.871942280388825174e-07 1.111041036688816071e-05
3.026484237885337242e-02 9.997724017378061268e-01 2.875704714878812249e-07 5.380393429929790148e-07 1.856887557945701624e-07 3.978895879434056118e-07 1.141728509128326747e-05
3.067633833666272639e-02 9.997683012624827281e-01 2.955227746104055512e-07 5.529049402692857045e-07 1.908190416836213917e-07 4.088816378793027865e-07 1.173267150097667714e-05
3.109342919964865060e-02 9.997641592235583241e-01 3.036960400083173685e-07 5.681830522518171278e-07 1.960916849286790603e-07 4.201786581540655491e-07 1.205680710498756742e-05
3.151619103894462426e-02 9.997599751999134421e-01 3.120964495744627527e-07 5.838851975400877057e-07 2.015106603022354320e-07 4.317891621393154344e-07 1.238993609566213234e-05
3.194470095998537540e-02 9.997557487661656861e-01 3.207303598253491347e-07 6.000232191949151183e-07 2.070800544948154284e-07 4.437219029061603167e-07 1.273230953887933849e-05
3.237903711656973244e-02 9.997514794926257720e-01 3.296043068902848214e-07 6.166092939080128510e-07 2.128040694168576992e-07 4.559858800538971092e-07 1.308418556977031853e-05
3.281927872511473943e-02 9.997471669452560050e-01 3.387250116662360121e-07 6.336559416311592064e-07 2.186870253130581523e-07 4.685903467327765939e-07 1.344582959404830763e-05
3.326550607910352259e-02 9.997428106856233176e-01 3.480993851019935064e-07 6.511760352883937561e-07 2.247333642514081154e-07 4.815448168730187626e-07 1.381751449519604155e-05
3.371780056372962464e-02 9.997384102708583020e-01 3.577345336470496796e-07 6.691828108684387303e-07 2.309476535703515108e-07 4.948590726218314447e-07 1.419952084763733393e-05
3.417624467074045075e-02 9.997339652536078036e-01 3.676377648566336062e-07 6.876898777886532292e-07 2.373345894542033841e-07 5.085431719952369136e-07 1.459213713605686772e-05
3.464092201348251826e-02 9.997294751819907344e-01 3.778165931610146174e-07 7.067112295608800363e-07 2.438990006126958089e-07 5.226074567525961079e-07 1.499565998109936273e-05
3.511191734215130672e-02 9.997249395995516652e-01 3.882787458044640164e-07 7.262612547844340252e-07 2.506458520387530005e-07 5.370625604979500646e-07 1.541039437157084419e-05
3.558931655924840037e-02 9.997203580452166394e-01 3.990321689480737307e-07 7.463547483626680894e-07 2.575802490164067214e-07 5.519194170187616584e-07 1.583665390341450457e-05
3.607320673524882365e-02 9.997157300532424351e-01 4.100850339709053447e-07 7.670069232385224058e-07 2.647074409616583398e-07 5.671892688624890522e-07 1.627476102554993443e-05
3.656367612448138682e-02 9.997110551531744882e-01 4.214457439351962341e-07 7.882334222764276508e-07 2.720328256598715532e-07 5.828836761660664567e-07 1.672504729290519445e-05
3.706081418122499083e-02 9.997063328697950446e-01 4.331229402507060036e-07 8.100503305870964394e-07 2.795619534828908235e-07 5.990145257395541723e-07 1.718785362675424337e-05
3.756471157602369465e-02 9.997015627230768642e-01 4.451255095323836900e-07 8.324741881915451065e-07 2.873005317577635682e-07 6.155940404144691685e-07 1.766353058263007788e-05
3.807546021222371624e-02 9.996967442281352589e-01 4.574625906605656252e-07 8.555220030720892671e-07 2.952544292343213673e-07 6.326347886630079177e-07 1.815243862600137323e-05
3.859315324273520503e-02 9.996918768951778000e-01 4.701435820382528783e-07 8.792112645073272888e-07 3.034296808237311918e-07 6.501496944991677226e-07 1.865494841599704828e-05
3.911788508702192246e-02 9.996869602294550239e-01 4.831781490813279992e-07 9.035599569890335987e-07 3.118324921916900086e-07 6.681520476640473855e-07 1.917144109732055480e-05
3.964975144832197373e-02 9.996819937312106941e-01 4.965762319083759236e-07 9.285865743500102054e-07 3.204692447704233907e-07 6.866555141116405456e-07 1.970230860071849155e-05
4.018884933110263014e-02 9.996769768956315083e-01 5.103480532662112771e-07 9.543101344012583899e-07 3.293465007733134766e-07 7.056741467977178388e-07 2.024795395215452822e-05
4.073527705875248928e-02 9.996719092127950290e-01 5.245041266883905087e-07 9.807501939959170428e-07 3.384710083567100749e-07 7.252223967833860324e-07 2.080879159099448605e-05
4.128913429151419290e-02 9.996667901676193901e-01 5.390552648832837174e-07 1.007926864436123877e-06 3.478497070730288288e-07 7.453151246639374587e-07 2.138524769748084234e-05
4.185052204466096354e-02 9.996616192398092293e-01 5.540125883893570512e-07 1.035860827523975635e-06 3.574897331999335952e-07 7.659676123276778611e-07 2.197776052970723117e-05
4.241954270692029766e-02 9.996563959038055058e-01 5.693875344645643188e-07 1.064573351886011010e-06 3.673984255098914658e-07 7.871955750613037948e-07 2.258678077046487266e-05
4.299630005914809039e-02 9.996511196287306555e-01 5.851918662476973752e-07 1.094086309872727086e-06 3.775833310650145266e-07 8.090151740067558200e-07 2.321277188417863500e-05
4.358089929325677236e-02 9.996457898783357443e-01 6.014376821878935863e-07 1.124422194933086436e-06 3.880522112103097681e-07 8.314430289827218135e-07 2.385621048427856954e-05
4.417344703140068524e-02 9.996404061109457340e-01 6.181374257538161026e-07 1.155604139515878935e-06 3.988130477140129850e-07 8.544962316800157532e-07 2.451758671128137108e-05
4.477405134542242204e-02 9.996349677794039712e-01 6.353038954191711138e-07 1.187655933398718525e-06 4.098740492284135255e-07 8.781923592446141536e-07 2.519740462194511351e-05
4.538282177656344923e-02 9.996294743310188968e-01 6.529502549634729802e-07 1.220602042748092094e-06 4.212436576567399115e-07 9.025494882546751604e-07 2.589618258975466037e-05
4.599986935544285449e-02 9.996239252075064252e-01 6.710900440562613148e-07 1.254467629542192153e-06 4.329305549911897467e-07 9.275862091098038149e-07 2.661445371715832615e-05
4.662530662230762735e-02 9.996183198449348772e-01 6.897371891666865034e-07 1.289278571680943305e-06 4.449436701803065116e-07 9.533216408398838661e-07 2.735276625984636779e-05
4.725924764755833063e-02 9.996126576736656943e-01 7.089060147830238384e-07 1.325061483568780680e-06 4.572921863670023586e-07 9.797754463492266021e-07 2.811168406346078934e-05
4.790180805255385421e-02 9.996069381182984825e-01 7.286112549849067833e-07 1.361843737496187851e-06 4.699855480559802342e-07 1.006967848104520794e-06 2.889178701306056824e-05
4.855310503069897032e-02 9.996011605976113934e-01 7.488680653372447156e-07 1.399653485453019748e-06 4.830334687760836000e-07 1.034919644285810659e-06 2.969367149579002808e-05
4.921325736881874968e-02 9.995953245245022822e-01 7.696920351469139759e-07 1.438519681680966209e-06 4.964459388245037873e-07 1.063652225409711421e-06 3.051795087709029570e-05
4.988238546882332869e-02 9.995894293059300884e-01 7.910992000823809352e-07 1.478472105887661349e-06 5.102332332391325004e-07 1.093187591440155119e-06 3.136525599086551099e-05
5.056061136966764208e-02 9.995834743428549940e-01 8.131060551575231833e-07 1.519541387046982074e-06 5.244059201460618239e-07 1.123548369403452525e-06 3.223623564405818175e-05
5.124805876960934065e-02 9.995774590301763629e-01 8.357295681210328566e-07 1.561759028093348376e-06 5.389748690693095777e-07 1.154757831517215859e-06 3.313155713598301029e-05
5.194485304876955006e-02 9.995713827566737875e-01 8.589871932224059435e-07 1.605157431146705425e-06 5.539512597695627000e-07 1.186839913855053562e-06 3.405190679294375574e-05
5.265112129200034269e-02 9.995652449049432509e-01 8.828968853995659563e-07 1.649769923598192370e-06 5.693465911720658706e-07 1.219819235558449197e-06 3.499799051854072114e-05
