# s Q0 Q2 Q4 Q6 Q8 Q10
1.000000000000000021e-02 1.000000000000000000e+00 2.784645296928048287e-08 1.119990027618283313e-07 2.612256648546760214e-08 2.432865666318731657e-08 4.373883306127714453e-08
1.013596500938556896e-02 9.999840778302848676e-01 2.861154734237463107e-08 1.150747709487980160e-07 2.684001229428667318e-08 2.499686378793803745e-08 4.493995427364819065e-08
1.027377866714885950e-02 9.999680526927771096e-01 2.939770039740178274e-08 1.182351374538596756e-07 2.757719350642260401e-08 2.568345314214699917e-08 4.617410975832748678e-08
1.041346610843927462e-02 9.999519239233154444e-01 3.020549329172386431e-08 1.214824344572859715e-07 2.833465427310550212e-08 2.638893161973849509e-08 4.744221009875534271e-08
1.055505281015629848e-02 9.999356908534768884e-01 3.103552328341671884e-08 1.248190586487382457e-07 2.911295380088336192e-08 2.711382014132426690e-08 4.874519106167224595e-08
1.069856459559610611e-02 9.999193528105507767e-01 3.188840418000834215e-08 1.282474730209516962e-07 2.991266677039239106e-08 2.785865404445240859e-08 5.008401429717840415e-08
1.084402763916134105e-02 9.999029091175101192e-01 3.276476679950949614e-08 1.317702087123726368e-07 3.073438376656294663e-08 2.862398348451684499e-08 5.145966805789172304e-08
1.099146847113493392e-02 9.998863590929856215e-01 3.366525944473483147e-08 1.353898669027414443e-07 3.157871172119331705e-08 2.941037384719623578e-08 5.287316793876320415e-08
1.114091398251883941e-02 9.998697020512358202e-01 3.459054839067658608e-08 1.391091207606428562e-07 3.244627436766384188e-08 3.021840617221072847e-08 5.432555763716670472e-08
1.129239142993853674e-02 9.998529373021228794e-01 3.554131835917288886e-08 1.429307174762548132e-07 3.333771266559877912e-08 3.104867756049495121e-08 5.581790972973799992e-08
1.144592844061424926e-02 9.998360641510816160e-01 3.651827314067026963e-08 1.468574802008642254e-07 3.425368545352634046e-08 3.190180173675926589e-08 5.735132649529194771e-08
1.160155301739971417e-02 9.998190818990921880e-01 3.752213596423144019e-08 1.508923103417609181e-07 3.519486968500402777e-08 3.277840933806365279e-08 5.892694071148122204e-08
1.175929354388950687e-02 9.998019898426533381e-01 3.855365014874915317e-08 1.550381896189765647e-07 3.616196110866524201e-08 3.367914850191091564e-08 6.054591652344528287e-08
1.191917878959576627e-02 9.997847872737516406e-01 3.961357963642746407e-08 1.592981823321161128e-07 3.715567474756938936e-08 3.460468532440466541e-08 6.220945031197122352e-08
1.208123791519533259e-02 9.997674734798351892e-01 4.070270956858666215e-08 1.636754376598787794e-07 3.817674543614618463e-08 3.555570436066794167e-08 6.391877159089680933e-08
1.224550047784821530e-02 9.997500477437830657e-01 4.182184687758125610e-08 1.681731920236722298e-07 3.922592837211531837e-08 3.653290913922390155e-08 6.567514392951607603e-08
1.241199643658837636e-02 9.997325093438769184e-01 4.297182089566132526e-08 1.727947715186297201e-07 4.030399968415475618e-08 3.753702269105937485e-08 6.747986590127972253e-08
1.258075615778781603e-02 9.997148575537728732e-01 4.415348398083586019e-08 1.775435944122335194e-07 4.141175701536606355e-08 3.856878809341719056e-08 6.933427205886791436e-08
1.275181042069493259e-02 9.996970916424702258e-01 4.536771216026464939e-08 1.824231737126298725e-07 4.255002012302425667e-08 3.962896902877188652e-08 7.123973393644843739e-08
1.292519042304821064e-02 9.996792108742840188e-01 4.661540579220192137e-08 1.874371198107144188e-07 4.371963149556534947e-08 4.071835035987730023e-08 7.319766108071239893e-08
1.310092778676621127e-02 9.996612145088137336e-01 4.789749024609425858e-08 1.925891431943555156e-07 4.492145698643145776e-08 4.183773872053260960e-08 7.520950211004796630e-08
1.327905456371494472e-02 9.996431018009152014e-01 4.921491660238827311e-08 1.978830572409712327e-07 4.615638646622506313e-08 4.298796312341994551e-08 7.727674580427820402e-08
1.345960324155364221e-02 9.996248720006674082e-01 5.056866237168781717e-08 2.033227810869737135e-07 4.742533449282740300e-08 4.416987558469252432e-08 7.940092222438183918e-08
1.364260674966003006e-02 9.996065243533470701e-01 5.195973223451199420e-08 2.089123425790715148e-07 4.872924100064569704e-08 4.538435176639955386e-08 8.158360386414290726e-08
1.382809846513614535e-02 9.995880580993932174e-01 5.338915880179493576e-08 2.146558813079538678e-07 5.006907200911408742e-08 4.663229163686436668e-08 8.382640683393346631e-08
1.401611221889583273e-02 9.995694724743799942e-01 5.485800339707732443e-08 2.205576517281332781e-07 5.144582035132980967e-08 4.791462014983846793e-08 8.613099207810226396e-08
1.420668230183496847e-02 9.995507667089846837e-01 5.636735683386835995e-08 2.266220263940853256e-07 5.286050637991194610e-08 4.923228791385915095e-08 8.849906662123486645e-08
1.439984347108564690e-02 9.995319400289567335e-01 5.791834034926411500e-08 2.328534991394002993e-07 5.431417890933450652e-08 5.058627202490235290e-08 9.093238487462396014e-08
1.459563095635533526e-02 9.995129916550863358e-01 5.951210629452282318e-08 2.392566886457233278e-07 5.580791574977368798e-08 5.197757663255770780e-08 9.343274992989496738e-08
1.479408046635224960e-02 9.994939208031740074e-01 6.114983911591796754e-08 2.458363418093669254e-07 5.734282469325723532e-08 5.340723381354202673e-08 9.600201493858877770e-08
1.499522819529809474e-02 9.994747266839981714e-01 6.283275622744713247e-08 2.525973373558983630e-07 5.892004430797797842e-08 5.487630432354445593e-08 9.864208450602409130e-08
1.519911082952933937e-02 9.994554085032836266e-01 6.456210893534935436e-08 2.595446895248482121e-07 6.054074479895862327e-08 5.638587839950301044e-08 1.013549161289923410e-07
1.540576555418826481e-02 9.994359654616697952e-01 6.633918338926942089e-08 2.666835518601356140e-07 6.220612889342761099e-08 5.793707658492612807e-08 1.041425216746829756e-07
1.561523006000497225e-02 9.994163967546781935e-01 6.816530155987152836e-08 2.740192211053537407e-07 6.391743275070864630e-08 5.953105057807678729e-08 1.070069689005007139e-07
1.582754255017161313e-02 9.993967015726811232e-01 7.004182224469625344e-08 2.815571412110629748e-07 6.567592689829327175e-08 6.116898410457534101e-08 1.099503830175646988e-07
1.604274174731007072e-02 9.993768791008671437e-01 7.197014210222859254e-08 2.893029074538970970e-07 6.748291719405388454e-08 6.285209381438269162e-08 1.129749482978110146e-07
1.626086690053439587e-02 9.993569285192106522e-01 7.395169671545370616e-08 2.972622706725444565e-07 6.933974581577993187e-08 6.458163020426690211e-08 1.160829097266712417e-07
1.648195779260926142e-02 9.993368490024373552e-01 7.598796168565488948e-08 3.054411416235646095e-07 7.124779227873112389e-08 6.635887856640117737e-08 1.192765747024823608e-07
1.670605474720572581e-02 9.993166397199918505e-01 7.808045375730645318e-08 3.138455954603936709e-07 7.320847448199232127e-08 6.818515996382524394e-08 1.225583147839333921e-07
1.693319863625569049e-02 9.992962998360043203e-01 8.023073197479687165e-08 3.224818763384165977e-07 7.522324978430383251e-08 7.006183223339971191e-08 1.259305674866691148e-07
1.716343088740631198e-02 9.992758285092561144e-01 8.244039884570903824e-08 3.313564021812230118e-07 7.729361606761791275e-08 7.199029098876571753e-08 1.293958381262621961e-07
1.739679349157578769e-02 9.992552248931471093e-01 8.471110167094142068e-08 3.404757694315049407e-07 7.942111304687311574e-08 7.397197079569414063e-08 1.329567017376143607e-07
1.763332901061187910e-02 9.992344881356617359e-01 8.704453364325328064e-08 3.498467582368729406e-07 8.160732318184598744e-08 7.600834609081597336e-08 1.366158049991020835e-07
1.787308058505454600e-02 9.992136173793332299e-01 8.944243524825146434e-08 3.594763374812426033e-07 8.385387305251432901e-08 7.810093241815235676e-08 1.403758682613438732e-07
1.811609194200414219e-02 9.991926117612113245e-01 9.190659556888367608e-08 3.693716701099790237e-07 8.616243455330247518e-08 8.025128755398109779e-08 1.442396876080862525e-07
1.836240740309658462e-02 9.991714704128269453e-01 9.443885365459406184e-08 3.795401185757446265e-07 8.853472616551705752e-08 8.246101269318438456e-08 1.482101369806339638e-07
1.861207189258694966e-02 9.991501924601561280e-01 9.704109992959912856e-08 3.899892504390633855e-07 9.097251426596530207e-08 8.473175366935022187e-08 1.522901703626004883e-07
1.886513094554299538e-02 9.991287770235873777e-01 9.971527764119843750e-08 4.007268441271702466e-07 9.347761447259272983e-08 8.706520220940882943e-08 1.564828240263690183e-07
1.912163071615007037e-02 9.991072232178843660e-01 1.024633843496084276e-07 4.117608948570115145e-07 9.605189302851261237e-08 8.946309722408520616e-08 1.607912188435494948e-07
1.938161798612894268e-02 9.990855301521514020e-01 1.052874734602495565e-07 4.230996207260162067e-07 9.869726822527621398e-08 9.192722613496090852e-08 1.652185626608421002e-07
1.964514017326809622e-02 9.990636969297983505e-01 1.081896557998355010e-07 4.347514689759370450e-07 1.014157118666237574e-07 9.445942623930227501e-08 1.697681527433691483e-07
1.991224534007201771e-02 9.990417226485029945e-01 1.111721012375299755e-07 4.467251224347152194e-07 1.042092507738772367e-07 9.706158611374014623e-08 1.744433782874079310e-07
2.018298220252708053e-02 9.990196064001776177e-01 1.142370403259306998e-07 4.590295061715678036e-07 1.070799682912455354e-07 9.973564702933196067e-08 1.792477229997611557e-07
2.045740013898661794e-02 9.989973472709290370e-01 1.173867661228305926e-07 4.716737941913738986e-07 1.100300060501470191e-07 1.024836045509639750e-07 1.841847677748501293e-07
2.073554919917678166e-02 9.989749443410267382e-01 1.206236357957509602e-07 4.846674166202343253e-07 1.130615653487844976e-07 1.053075098924355921e-07 1.892581933984647314e-07
2.101748011332488231e-02 9.989523966848614656e-01 1.239500725435667887e-07 4.980200667940104680e-07 1.161769090086766178e-07 1.082094716018972987e-07 1.944717833784976018e-07
2.130324430141180420e-02 9.989297033709111373e-01 1.273685674366515970e-07 5.117417086994246484e-07 1.193783630638457092e-07 1.111916571484869474e-07 1.998294268307007415e-07
2.159289388255025699e-02 9.989068634617034315e-01 1.308816813375314604e-07 5.258425845979496797e-07 1.226683185427373262e-07 1.142562945840248449e-07 2.053351214521696602e-07
2.188648168449050871e-02 9.988838760137768169e-01 1.344920468763549174e-07 5.403332228658274004e-07 1.260492333007092338e-07 1.174056742518981302e-07 2.109929765790647647e-07
2.218406125325540421e-02 9.988607400776439160e-01 1.382023704833437353e-07 5.552244460587335284e-07 1.295236339050846227e-07 1.206421505449952298e-07 2.168072163318919468e-07
2.248568686290629282e-02 9.988374546977549784e-01 1.420154344794096144e-07 5.705273792056637114e-07 1.330941175738420724e-07 1.239681437136945076e-07 2.227821828501182791e-07
2.279141352544189481e-02 9.988140189124565804e-01 1.459340992268544056e-07 5.862534583395503581e-07 1.367633541697026329e-07 1.273861417255503787e-07 2.289223396190504319e-07
2.310129700083160542e-02 9.987904317539564314e-01 1.499613053154489892e-07 6.024144393018896508e-07 1.405340882083714893e-07 1.308987021496633275e-07 2.352322748870221797e-07
2.341539380718529045e-02 9.987666922482822951e-01 1.541000759452184034e-07 6.190224066488924455e-07 1.444091411403795527e-07 1.345084542390106566e-07 2.417167052045372628e-07
2.373376123106136701e-02 9.987427994152457966e-01 1.583535191083233298e-07 6.360897831125565245e-07 1.483914132631146495e-07 1.382181007824109171e-07 2.483804790148879227e-07
2.405645733791497709e-02 9.987187522684003449e-01 1.627248301048383681e-07 6.536293390303039750e-07 1.524838861251814781e-07 1.420304203012010218e-07 2.552285803972964368e-07
2.438354098268829054e-02 9.986945498150039402e-01 1.672172939947889099e-07 6.716542021964436215e-07 1.566896247796490624e-07 1.459482691622728787e-07 2.622661328920487016e-07
2.471507182054475185e-02 9.986701910559805384e-01 1.718342881480968431e-07 6.901778679642321798e-07 1.610117801459257596e-07 1.499745837810185485e-07 2.694984034397523499e-07
