# k P0 P2
# reduced chi2 = 0.9020
3.7538e-03      7.7725e+04      -2.4566e+04    
8.0504e-03      4.6563e+04      8.7531e+03     
1.2849e-02      4.3121e+04      1.4348e+04     
1.7752e-02      4.0943e+04      1.5305e+04     
2.2692e-02      3.7539e+04      1.4699e+04     
2.7648e-02      3.3446e+04      1.3310e+04     
3.2613e-02      2.9327e+04      1.1705e+04     
3.7611e-02      2.5643e+04      1.0221e+04     
4.2613e-02      2.2656e+04      9.0224e+03     
4.7605e-02      2.0376e+04      8.1240e+03     
5.2591e-02      1.8674e+04      7.4650e+03     
5.7568e-02      1.7360e+04      6.9531e+03     
6.2562e-02      1.6234e+04      6.4951e+03     
6.7567e-02      1.5146e+04      6.0234e+03     
7.2573e-02      1.4005e+04      5.5053e+03     
7.7565e-02      1.2799e+04      4.9458e+03     
8.2548e-02      1.1567e+04      4.3733e+03     
8.7544e-02      1.0374e+04      3.8251e+03     
9.2544e-02      9.2945e+03      3.3372e+03     
9.7542e-02      8.3772e+03      2.9306e+03     
1.0254e-01      7.6401e+03      2.6089e+03     
1.0754e-01      7.0705e+03      2.3613e+03     
1.1254e-01      6.6338e+03      2.1688e+03     
1.1753e-01      6.2836e+03      2.0091e+03     
1.2252e-01      5.9720e+03      1.8616e+03     
1.2753e-01      5.6589e+03      1.7113e+03     
1.3254e-01      5.3218e+03      1.5518e+03     
1.3753e-01      4.9561e+03      1.3846e+03     
1.4253e-01      4.5719e+03      1.2162e+03     
1.4752e-01      4.1883e+03      1.0550e+03     
1.5253e-01      3.8274e+03      9.0870e+02     
1.5752e-01      3.5067e+03      7.8216e+02     
1.6252e-01      3.2353e+03      6.7607e+02     
1.6752e-01      3.0135e+03      5.8834e+02     
1.7252e-01      2.8343e+03      5.1476e+02     
1.7752e-01      2.6860e+03      4.5071e+02     
1.8252e-01      2.5554e+03      3.9201e+02     
1.8752e-01      2.4300e+03      3.3561e+02     
1.9252e-01      2.3007e+03      2.7991e+02     
1.9752e-01      2.1633e+03      2.2490e+02     
2.0252e-01      2.0184e+03      1.7161e+02     
2.0752e-01      1.8709e+03      1.2161e+02     
2.1252e-01      1.7268e+03      7.5978e+01     
2.1752e-01      1.5919e+03      3.5339e+01     
2.2252e-01      1.4704e+03      -3.8150e-01    
2.2752e-01      1.3642e+03      -3.1678e+01    
2.3252e-01      1.2728e+03      -5.9438e+01    
2.3752e-01      1.1939e+03      -8.4487e+01    
2.4252e-01      1.1243e+03      -1.0753e+02    
2.4752e-01      1.0601e+03      -1.2906e+02    
2.5252e-01      9.9776e+02      -1.4922e+02    
2.5752e-01      9.3531e+02      -1.6785e+02    
2.6252e-01      8.7171e+02      -1.8483e+02    
2.6752e-01      8.0720e+02      -1.9989e+02    
2.7252e-01      7.4303e+02      -2.1302e+02    
2.7752e-01      6.8067e+02      -2.2435e+02    
2.8252e-01      6.2171e+02      -2.3408e+02    
2.8752e-01      5.6748e+02      -2.4257e+02    
2.9251e-01      5.1845e+02      -2.5020e+02    
2.9751e-01      4.7422e+02      -2.5722e+02    
