1.000000000000000021e-02 1.000000000000000000e+00 2.789059245986239638e-08 5.700728252376249811e-08 2.129331794767710686e-08 4.307393313321138361e-08 6.112425104496565312e-08
1.013596500938556896e-02 9.999984319602042149e-01 2.865686593483600183e-08 5.857291448529002085e-08 2.187810975996307963e-08 4.425685622174813440e-08 6.280283755611177974e-08
1.027377866714885950e-02 9.999968476706473375e-01 2.944422921051388158e-08 6.018161178527477674e-08 2.247898710984625493e-08 4.547231560908090771e-08 6.452759169613748780e-08
1.041346610843927462e-02 9.999952469629609375e-01 3.025326424782802754e-08 6.183456175903423760e-08 2.309639347857044216e-08 4.672120825671024760e-08 6.629978613707987749e-08
1.055505281015629848e-02 9.999936296670325353e-01 3.108456912840510103e-08 6.353298458933994040e-08 2.373078461597448556e-08 4.800445593703444005e-08 6.812072875118175692e-08
1.069856459559610611e-02 9.999919956109877273e-01 3.193875850376744681e-08 6.527813421995295663e-08 2.438262888168954636e-08 4.932300592323569985e-08 6.999176358952653662e-08
1.084402763916134105e-02 9.999903446211715341e-01 3.281646405683511982e-08 6.707129929409999529e-08 2.505240759565093166e-08 5.067783169799503978e-08 7.191427188737689655e-08
1.099146847113493392e-02 9.999886765221311924e-01 3.371833497672801014e-08 6.891380411992396487e-08 2.574061539868435451e-08 5.206993368257200869e-08 7.388967309839617811e-08
1.114091398251883941e-02 9.999869911365960595e-01 3.464503844662968242e-08 7.080700966241222952e-08 2.644776062298071468e-08 5.350033998587264699e-08 7.591942595721738811e-08
1.129239142993853674e-02 9.999852882854594061e-01 3.559726014859546760e-08 7.275231458465777124e-08 2.717436564651982676e-08 5.497010717457580612e-08 7.800502956981775327e-08
1.144592844061424926e-02 9.999835677877602080e-01 3.657570476726346827e-08 7.475115621199576560e-08 2.792096739106848942e-08 5.648032106596094369e-08 8.014802454639018825e-08
1.160155301739971417e-02 9.999818294606618307e-01 3.758109653822168360e-08 7.680501173645251018e-08 2.868811756517186434e-08 5.803209754030234653e-08 8.234999414136045271e-08
1.175929354388950687e-02 9.999800731194351533e-01 3.861417978118977915e-08 7.891539924060927124e-08 2.947638318445801589e-08 5.962658337878548880e-08 8.461256545020316150e-08
1.191917878959576627e-02 9.999782985774372523e-01 3.967571946367841887e-08 8.108387885813350675e-08 3.028634697060538795e-08 6.126495712367030683e-08 8.693741062750586772e-08
1.208123791519533259e-02 9.999765056460923063e-01 4.076650177734220652e-08 8.331205394504305565e-08 3.111860778879436256e-08 6.294842996274064889e-08 8.932624814153535571e-08
1.224550047784821530e-02 9.999746941348713891e-01 4.188733473045492630e-08 8.560157228362912503e-08 3.197378109735581494e-08 6.467824663840658584e-08 9.178084406376541749e-08
1.241199643658837636e-02 9.999728638512722645e-01 4.303904875733884296e-08 8.795412732072418689e-08 3.285249941024643746e-08 6.645568638273291798e-08 9.430301339517117940e-08
1.258075615778781603e-02 9.999710146007994016e-01 4.422249734480542760e-08 9.037145944041986952e-08 3.375541277238990170e-08 6.828206387847145436e-08 9.689462142940072884e-08
1.275181042069493259e-02 9.999691461869422149e-01 4.543855767613450300e-08 9.285535727229777727e-08 3.468318924828093196e-08 7.015873024689993947e-08 9.955758515396067954e-08
1.292519042304821064e-02 9.999672584111554130e-01 4.668813129361583136e-08 9.540765903725131481e-08 3.563651542462822852e-08 7.208707406403625263e-08 1.022938746916414532e-07
1.310092778676621127e-02 9.999653510728373496e-01 4.797214477925401992e-08 9.803025393006913845e-08 3.661609692672665019e-08 7.406852240459981871e-08 1.051055147812896502e-07
1.327905456371494472e-02 9.999634239693089288e-01 4.929155045519414043e-08 1.007250835419459273e-07 3.762265894974079644e-08 7.610454191611152298e-08 1.079945863013197045e-07
1.345960324155364221e-02 9.999614768957919564e-01 5.064732710350626000e-08 1.034941433221664431e-07 3.865694680461815887e-08 7.819663992256035665e-08 1.109632278351521872e-07
1.364260674966003006e-02 9.999595096453876009e-01 5.204048070658112919e-08 1.063394840815042818e-07 3.971972647958133922e-08 8.034636555955611669e-08 1.140136372813011087e-07
1.382809846513614535e-02 9.999575220090541894e-01 5.347204520827737652e-08 1.092632135376045544e-07 4.081178521729956214e-08 8.255531094117050814e-08 1.171480735083958036e-07
1.401611221889583273e-02 9.999555137755855583e-01 5.494308329677074591e-08 1.122674979042753395e-07 4.193393210845827581e-08 8.482511235991830463e-08 1.203688580571966659e-07
1.420668230183496847e-02 9.999534847315880715e-01 5.645468721222317958e-08 1.153545635459693196e-07 4.308699867519931061e-08 8.715745151975963837e-08 1.236783768873733329e-07
1.439984347108564690e-02 9.999514346614577498e-01 5.800797956251803685e-08 1.185266985736200585e-07 4.427183960503627540e-08 8.955405680574612657e-08 1.270790821865462504e-07
1.459563095635533526e-02 9.999493633473586218e-01 5.960411419236305390e-08 1.217862546983359405e-07 4.548933323631544398e-08 9.201670458646983103e-08 1.305734942052368037e-07
1.479408046635224960e-02 9.999472705691985208e-01 6.124427704627908898e-08 1.251356489227787196e-07 4.674038232781194442e-08 9.454722055581649204e-08 1.341642031681539383e-07
