# k P0 P2
# reduced chi2 = 0.9078
8.0504e-03      4.3979e+04      9.6600e+03     
1.2849e-02      4.2498e+04      1.3842e+04     
1.7752e-02      4.0885e+04      1.4694e+04     
2.2692e-02      3.7715e+04      1.4120e+04     
2.7648e-02      3.3706e+04      1.2798e+04     
3.2613e-02      2.9603e+04      1.1267e+04     
3.7611e-02      2.5908e+04      9.8471e+03     
4.2613e-02      2.2901e+04      8.6965e+03     
4.7605e-02      2.0604e+04      7.8303e+03     
5.2591e-02      1.8887e+04      7.1927e+03     
5.7568e-02      1.7562e+04      6.6965e+03     
6.2562e-02      1.6426e+04      6.2532e+03     
6.7567e-02      1.5324e+04      5.7984e+03     
7.2573e-02      1.4167e+04      5.3006e+03     
7.7565e-02      1.2942e+04      4.7640e+03     
8.2548e-02      1.1688e+04      4.2153e+03     
8.7544e-02      1.0473e+04      3.6896e+03     
9.2544e-02      9.3716e+03      3.2210e+03     
9.7542e-02      8.4367e+03      2.8297e+03     
1.0254e-01      7.6856e+03      2.5192e+03     
1.0754e-01      7.1058e+03      2.2795e+03     
1.1254e-01      6.6619e+03      2.0927e+03     
1.1753e-01      6.3063e+03      1.9375e+03     
1.2252e-01      5.9899e+03      1.7945e+03     
1.2753e-01      5.6718e+03      1.6490e+03     
1.3254e-01      5.3285e+03      1.4951e+03     
1.3753e-01      4.9554e+03      1.3341e+03     
1.4253e-01      4.5629e+03      1.1720e+03     
1.4752e-01      4.1707e+03      1.0169e+03     
1.5253e-01      3.8015e+03      8.7600e+02     
1.5752e-01      3.4734e+03      7.5390e+02     
1.6252e-01      3.1958e+03      6.5129e+02     
1.6752e-01      2.9691e+03      5.6617e+02     
1.7252e-01      2.7862e+03      4.9458e+02     
1.7752e-01      2.6350e+03      4.3212e+02     
1.8252e-01      2.5018e+03      3.7484e+02     
1.8752e-01      2.3739e+03      3.1988e+02     
1.9252e-01      2.2419e+03      2.6571e+02     
1.9752e-01      2.1013e+03      2.1235e+02     
2.0252e-01      1.9527e+03      1.6073e+02     
2.0752e-01      1.8014e+03      1.1234e+02     
2.1252e-01      1.6534e+03      6.8147e+01     
2.1752e-01      1.5148e+03      2.8725e+01     
2.2252e-01      1.3901e+03      -6.0130e+00    
2.2752e-01      1.2810e+03      -3.6552e+01    
2.3252e-01      1.1871e+03      -6.3737e+01    
2.3752e-01      1.1062e+03      -8.8344e+01    
2.4252e-01      1.0348e+03      -1.1103e+02    
2.4752e-01      9.6888e+02      -1.3225e+02    
2.5252e-01      9.0491e+02      -1.5209e+02    
2.5752e-01      8.4073e+02      -1.7042e+02    
2.6252e-01      7.7531e+02      -1.8709e+02    
2.6752e-01      7.0887e+02      -2.0186e+02    
2.7252e-01      6.4273e+02      -2.1473e+02    
2.7752e-01      5.7841e+02      -2.2584e+02    
2.8252e-01      5.1758e+02      -2.3541e+02    
2.8752e-01      4.6162e+02      -2.4379e+02    
2.9251e-01      4.1103e+02      -2.5137e+02    
2.9751e-01      3.6539e+02      -2.5837e+02    
