1.000000000000000021e-02 1.000000000000000000e+00 3.421096596238559963e-08 6.085379587185959643e-08 1.363578868468323455e-10 2.715770002645771043e-08 -6.078975258216142089e-08
1.013596500938556896e-02 9.999954536591618703e-01 3.515012898160663176e-08 6.252525310715046552e-08 1.401117308302518291e-10 2.790361055762618870e-08 -6.245917295836777068e-08
1.027377866714885950e-02 9.999908656540277274e-01 3.611510881912136287e-08 6.424269430979421725e-08 1.439691511277987092e-10 2.867004100080403061e-08 -6.417450966715489603e-08
1.041346610843927462e-02 9.999862356029768362e-01 3.710661657846602983e-08 6.600738760317288073e-08 1.479330166364230788e-10 2.945755720025457569e-08 -6.593702848669302066e-08
1.055505281015629848e-02 9.999815631208970323e-01 3.812538300758926161e-08 6.782063620634775966e-08 1.520062761670613217e-10 3.026674065832935128e-08 -6.774803020606863233e-08
1.069856459559610611e-02 9.999768478191526366e-01 3.917215904402768340e-08 6.968377941066822411e-08 1.561919606896578028e-10 3.109818897111122893e-08 -6.960885159871402911e-08
1.084402763916134105e-02 9.999720893055518145e-01 4.024771637491528444e-08 7.159819358306695025e-08 1.604931856404460140e-10 3.195251627595853612e-08 -7.152086642240104965e-08
1.099146847113493392e-02 9.999672871843143795e-01 4.135284801304143969e-08 7.356529319821492253e-08 1.649131532964656998e-10 3.283035371191996917e-08 -7.348548644796624044e-08
1.114091398251883941e-02 9.999624410560399301e-01 4.248836888865302404e-08 7.558653189900933060e-08 1.694551552162415850e-10 3.373234989278403163e-08 -7.550416251623596014e-08
1.129239142993853674e-02 9.999575505176737655e-01 4.365511647551778509e-08 7.766340363006135972e-08 1.741225490462007579e-10 3.465917137387625775e-08 -7.757838561599719534e-08
1.144592844061424926e-02 9.999526151624741344e-01 4.485395134651008798e-08 7.979744358759244855e-08 1.789188639217651845e-10 3.561150323101891098e-08 -7.970968803731416727e-08
1.160155301739971417e-02 9.999476345799772625e-01 4.608575792131833743e-08 8.199022962861028682e-08 1.838476488943144906e-10 3.659004945623514399e-08 -8.189964446581297567e-08
1.175929354388950687e-02 9.999426083559652678e-01 4.735144505753723869e-08 8.424338328472086910e-08 1.889125784816985990e-10 3.759553356521122346e-08 -8.414987319960925484e-08
1.191917878959576627e-02 9.999375360724315209e-01 4.865194674763225495e-08 8.655857102325079627e-08 1.941174297730640333e-10 3.862869912101072145e-08 -8.646203735430308097e-08
1.208123791519533259e-02 9.999324173075446742e-01 4.998822281735099568e-08 8.893750549964748035e-08 1.994660853182062671e-10 3.969031029270529075e-08 -8.883784611090041081e-08
1.224550047784821530e-02 9.999272516356146889e-01 5.136125964353870696e-08 9.138194684483422835e-08 2.049625360988359333e-10 4.078115242959236189e-08 -9.127905599851450037e-08
1.241199643658837636e-02 9.999220386270576411e-01 5.277207089236003621e-08 9.389370398932083872e-08 2.106108845859475815e-10 4.190203265180313289e-08 -9.378747221364130644e-08
1.258075615778781603e-02 9.999167778483609714e-01 5.422169827798388210e-08 9.647463602419200055e-08 2.164153478837233929e-10 4.305378045735443959e-08 -9.636494997612307453e-08
1.275181042069493259e-02 9.999114688620459601e-01 5.571121234235748549e-08 9.912665360010589922e-08 2.223802609626758796e-10 4.423724834614960321e-08 -9.901339592292689232e-08
1.292519042304821064e-02 9.999061112266321993e-01 5.724171325730887134e-08 1.018517203665303414e-07 2.285100799871967584e-10 4.545331246192148707e-08 -1.017347695419549465e-07
1.310092778676621127e-02 9.999007044966026214e-01 5.881433164846940859e-08 1.046518544503336719e-07 2.348093857357094183e-10 4.670287325172323709e-08 -1.045310846449981442e-07
1.327905456371494472e-02 9.998952482223634197e-01 6.043022944290627807e-08 1.075291299771153978e-07 2.412828871212053651e-10 4.798685614447659523e-08 -1.074044108832076119e-07
1.345960324155364221e-02 9.998897419502102979e-01 6.209060074000105817e-08 1.104856786344761808e-07 2.479354248105621086e-10 4.930621224822006011e-08 -1.103568753042761616e-07
1.364260674966003006e-02 9.998841852222892790e-01 6.379667270708866522e-08 1.135236912799457477e-07 2.547719749489418621e-10 5.066191906726915764e-08 -1.133906639540380449e-07
1.382809846513614535e-02 9.998785775765578476e-01 6.554970650000640113e-08 1.166454195938615436e-07 2.617976529901409626e-10 5.205498123941896045e-08 -1.165080235227712426e-07
1.401611221889583273e-02 9.998729185467492009e-01 6.735099820969615966e-08 1.198531777792593677e-07 2.690177176377314490e-10 5.348643129410785367e-08 -1.197112630382516971e-07
1.420668230183496847e-02 9.998672076623310589e-01 6.920187985242430967e-08 1.231493443517633501e-07 2.764375491929181428e-10 5.495733041190500156e-08 -1.230027555967237704e-07
1.439984347108564690e-02 9.998614444484691388e-01 7.110372030044988151e-08 1.265363637656920910e-07 2.840627565444722129e-10 5.646876930498927737e-08 -1.263849401888850093e-07
1.459563095635533526e-02 9.998556284259875193e-01 7.305792641517012963e-08 1.300167485182512635e-07 2.918990272298167612e-10 5.802186892275506492e-08 -1.298603234855065864e-07
1.479408046635224960e-02 9.998497591113263416e-01 7.506594403443514574e-08 1.335930808779509961e-07 2.999522346668254138e-10 5.961778137790585167e-08 -1.334314817651354458e-07
1.499522819529809474e-02 9.998438360165059491e-01 7.712925907713853793e-08 1.372680148810390237e-07 3.082284169897488433e-10 6.125769079802882766e-08 -1.371010628504176292e-07
1.519911082952933937e-02 9.998378586490832554e-01 7.924939866051499352e-08 1.410442783396810484e-07 3.167337817190863364e-10 6.294281422120789203e-08 -1.408717881076560522e-07
1.540576555418826481e-02 9.998318265121126647e-01 8.142793224937381638e-08 1.449246749078457482e-07 3.254747105680622595e-10 6.467440251736345235e-08 -1.447464545037313908e-07
1.561523006000497225e-02 9.998257391041049935e-01 8.366647283699204115e-08 1.489120862044406112e-07 3.344577643849882387e-10 6.645374133511542432e-08 -1.487279367199201285e-07
1.582754255017161313e-02 9.998195959189853932e-01 8.596667815983396708e-08 1.530094739975947600e-07 3.436896882405783002e-10 6.828215207590636562e-08 -1.528191893264883838e-07
1.604274174731007072e-02 9.998133964460518275e-01 8.833025194602172538e-08 1.572198824499946406e-07 3.531774166603325153e-10 7.016099289534239887e-08 -1.570232490179557676e-07
1.626086690053439587e-02 9.998071401699332172e-01 9.075894519908500723e-08 1.615464404280355970e-07 3.629280790085382520e-10 7.209165973298324492e-08 -1.613432369117746665e-07
1.648195779260926142e-02 9.998008265705462527e-01 9.325455751787692796e-08 1.659923638764127763e-07 3.729490050278909304e-10 7.407558737130432224e-08 -1.657823609120320892e-07
1.670605474720572581e-02 9.997944551230526500e-01 9.581893845366104546e-08 1.705609582599853755e-07 3.832477305392288724e-10 7.611425052464898760e-08 -1.703439181399931853e-07
1.693319863625569049e-02 9.997880252978164073e-01 9.845398890522882120e-08 1.752556210744937347e-07 3.938320033053134738e-10 7.820916495887317424e-08 -1.750312974330461165e-07
1.716343088740631198e-02 9.997815365603598403e-01 1.011616625711263983e-07 1.800798444718337195e-07 4.047097633608618232e-10 8.036188862325775401e-08 -1.798479819059189895e-07
