# k P0 P2
# reduced chi2 = 0.8465
8.0027e-03      4.0941e+04      1.2156e+04     
1.2850e-02      4.0357e+04      1.4938e+04     
1.7764e-02      3.8917e+04      1.5602e+04     
2.2684e-02      3.5948e+04      1.4864e+04     
2.7646e-02      3.2116e+04      1.3419e+04     
3.2636e-02      2.8176e+04      1.1772e+04     
3.7623e-02      2.4658e+04      1.0262e+04     
4.2607e-02      2.1804e+04      9.0408e+03     
4.7584e-02      1.9621e+04      8.1183e+03     
5.2572e-02      1.7987e+04      7.4346e+03     
5.7566e-02      1.6724e+04      6.8999e+03     
6.2559e-02      1.5645e+04      6.4245e+03     
6.7563e-02      1.4597e+04      5.9392e+03     
7.2560e-02      1.3496e+04      5.4129e+03     
7.7552e-02      1.2327e+04      4.8484e+03     
8.2550e-02      1.1127e+04      4.2722e+03     
8.7545e-02      9.9690e+03      3.7238e+03     
9.2544e-02      8.9206e+03      3.2359e+03     
9.7542e-02      8.0308e+03      2.8285e+03     
1.0253e-01      7.3173e+03      2.5048e+03     
1.0754e-01      6.7656e+03      2.2533e+03     
1.1254e-01      6.3426e+03      2.0555e+03     
1.1754e-01      6.0035e+03      1.8902e+03     
1.2253e-01      5.7016e+03      1.7376e+03     
1.2753e-01      5.3987e+03      1.5841e+03     
1.3253e-01      5.0727e+03      1.4238e+03     
1.3753e-01      4.7179e+03      1.2577e+03     
1.4253e-01      4.3455e+03      1.0923e+03     
1.4753e-01      3.9748e+03      9.3544e+02     
1.5253e-01      3.6264e+03      7.9368e+02     
1.5753e-01      3.3171e+03      6.7096e+02     
1.6253e-01      3.0558e+03      5.6778e+02     
1.6753e-01      2.8426e+03      4.8177e+02     
1.7253e-01      2.6705e+03      4.0896e+02     
1.7753e-01      2.5282e+03      3.4510e+02     
1.8253e-01      2.4028e+03      2.8651e+02     
1.8752e-01      2.2827e+03      2.3071e+02     
1.9252e-01      2.1589e+03      1.7651e+02     
1.9752e-01      2.0275e+03      1.2403e+02     
2.0251e-01      1.8888e+03      7.4199e+01     
2.0752e-01      1.7477e+03      2.8154e+01     
2.1252e-01      1.6103e+03      -1.3222e+01    
2.1752e-01      1.4819e+03      -4.9713e+01    
2.2252e-01      1.3665e+03      -8.1631e+01    
2.2752e-01      1.2657e+03      -1.0964e+02    
2.3252e-01      1.1790e+03      -1.3462e+02    
2.3752e-01      1.1043e+03      -1.5730e+02    
2.4252e-01      1.0384e+03      -1.7826e+02    
2.4752e-01      9.7767e+02      -1.9775e+02    
2.5252e-01      9.1884e+02      -2.1570e+02    
2.5751e-01      8.5995e+02      -2.3194e+02    
2.6251e-01      8.0001e+02      -2.4623e+02    
2.6751e-01      7.3923e+02      -2.5843e+02    
2.7251e-01      6.7886e+02      -2.6860e+02    
2.7752e-01      6.2032e+02      -2.7695e+02    
2.8252e-01      5.6502e+02      -2.8382e+02    
2.8751e-01      5.1427e+02      -2.8968e+02    
2.9251e-01      4.6846e+02      -2.9492e+02    
2.9751e-01      4.2716e+02      -2.9973e+02    
