# k P0 P2
# reduced chi2 = 0.9981
8.0504e-03      3.8271e+04      9.0501e+03     
1.2849e-02      3.7382e+04      1.3756e+04     
1.7752e-02      3.6168e+04      1.4705e+04     
2.2692e-02      3.3491e+04      1.4149e+04     
2.7648e-02      3.0009e+04      1.2851e+04     
3.2613e-02      2.6414e+04      1.1346e+04     
3.7611e-02      2.3165e+04      9.9514e+03     
4.2613e-02      2.0519e+04      8.8291e+03     
4.7605e-02      1.8496e+04      7.9939e+03     
5.2591e-02      1.6986e+04      7.3899e+03     
5.7568e-02      1.5823e+04      6.9284e+03     
6.2562e-02      1.4826e+04      6.5184e+03     
6.7567e-02      1.3858e+04      6.0924e+03     
7.2573e-02      1.2838e+04      5.6163e+03     
7.7565e-02      1.1754e+04      5.0934e+03     
8.2548e-02      1.0643e+04      4.5513e+03     
8.7544e-02      9.5643e+03      4.0273e+03     
9.2544e-02      8.5860e+03      3.5586e+03     
9.7542e-02      7.7549e+03      3.1682e+03     
1.0254e-01      7.0878e+03      2.8617e+03     
1.0754e-01      6.5737e+03      2.6299e+03     
1.1254e-01      6.1813e+03      2.4544e+03     
1.1753e-01      5.8680e+03      2.3123e+03     
1.2252e-01      5.5896e+03      2.1817e+03     
1.2753e-01      5.3090e+03      2.0460e+03     
1.3254e-01      5.0051e+03      1.8972e+03     
1.3753e-01      4.6733e+03      1.7359e+03     
1.4253e-01      4.3229e+03      1.5687e+03     
1.4752e-01      3.9720e+03      1.4051e+03     
1.5253e-01      3.6410e+03      1.2547e+03     
1.5752e-01      3.3468e+03      1.1238e+03     
1.6252e-01      3.0981e+03      1.0147e+03     
1.6752e-01      2.8953e+03      9.2598e+02     
1.7252e-01      2.7323e+03      8.5348e+02     
1.7752e-01      2.5981e+03      7.9198e+02     
1.8252e-01      2.4801e+03      7.3621e+02     
1.8752e-01      2.3667e+03      6.8194e+02     
1.9252e-01      2.2491e+03      6.2641e+02     
1.9752e-01      2.1232e+03      5.6901e+02     
2.0252e-01      1.9895e+03      5.1072e+02     
2.0752e-01      1.8528e+03      4.5371e+02     
2.1252e-01      1.7188e+03      3.9993e+02     
2.1752e-01      1.5931e+03      3.5097e+02     
2.2252e-01      1.4800e+03      3.0756e+02     
2.2752e-01      1.3811e+03      2.6969e+02     
2.3252e-01      1.2962e+03      2.3667e+02     
2.3752e-01      1.2231e+03      2.0748e+02     
2.4252e-01      1.1588e+03      1.8103e+02     
2.4752e-01      1.0994e+03      1.5624e+02     
2.5252e-01      1.0417e+03      1.3241e+02     
2.5752e-01      9.8351e+02      1.0931e+02     
2.6252e-01      9.2396e+02      8.6911e+01     
2.6752e-01      8.6324e+02      6.5498e+01     
2.7252e-01      8.0257e+02      4.5376e+01     
2.7752e-01      7.4344e+02      2.6758e+01     
2.8252e-01      6.8741e+02      9.8081e+00     
2.8752e-01      6.3584e+02      -5.4570e+00    
2.9251e-01      5.8921e+02      -1.9271e+01    
2.9751e-01      5.4718e+02      -3.1861e+01    
