# s Q0 Q2 Q4 Q6 Q8 Q10
2.373376123106136701e-02 9.997758084959534886e-01 1.945226151076299692e-07 3.383109533753012731e-07 1.263897957271880883e-07 2.324039600925966441e-07 7.938568144976614928e-05
2.405645733791497709e-02 9.997711239854073506e-01 1.998899726782074782e-07 3.476405433396099383e-07 1.298751373328941761e-07 2.388124683734093511e-07 8.157457663072107919e-05
2.438354098268829054e-02 9.997663952083759575e-01 2.054059899928176072e-07 3.572283178029042375e-07 1.334569268669310198e-07 2.453983036704395467e-07 8.382403336901924728e-05
2.471507182054475185e-02 9.997616217467736321e-01 2.110748071277688755e-07 3.670814580335503103e-07 1.371378467937373603e-07 2.521663974018738492e-07 8.613573560055453693e-05
2.505111031774929012e-02 9.997568031785688536e-01 2.169006803622436935e-07 3.772073464897441618e-07 1.409206547217877281e-07 2.591218191092219747e-07 8.851141441532824603e-05
2.539171776269645922e-02 9.997519390777491743e-01 2.228879854751784976e-07 3.876135725122114129e-07 1.448081855294876719e-07 2.662697803640927820e-07 9.095284939073361690e-05
2.573695627708853448e-02 9.997470290142831395e-01 2.290412211375611685e-07 3.983079381810332902e-07 1.488033535523465014e-07 2.736156387875467136e-07 9.346186996324127563e-05
2.608688882726556413e-02 9.997420725540807629e-01 2.353650124052208340e-07 4.092984643554598437e-07 1.529091548013794984e-07 2.811649021799558606e-07 9.604035683913743045e-05
2.644157923568950935e-02 9.997370692589584440e-01 2.418641142958901195e-07 4.205933968077337090e-07 1.571286694020662848e-07 2.889232327903564312e-07 9.869024344604700465e-05
2.680109219258448860e-02 9.997320186865974456e-01 2.485434155031170044e-07 4.322012126939924850e-07 1.614650637882429452e-07 2.968964516669695272e-07 1.014135174257326850e-04
2.716549326773531198e-02 9.997269203905067014e-01 2.554079421831602682e-07 4.441306270487962365e-07 1.659215932757299777e-07 3.050905431739448847e-07 1.042122221699987993e-04
2.753484892244643586e-02 9.997217739199834030e-01 2.624628618684822942e-07 4.563905995481506764e-07 1.705016045507435155e-07 3.135116596172409445e-07 1.070884584006134225e-04
2.790922652166349938e-02 9.997165788200721437e-01 2.697134874906519287e-07 4.689903414503420987e-07 1.752085382617833235e-07 3.221661260074518864e-07 1.100443857945797191e-04
2.828869434625969417e-02 9.997113346315268378e-01 2.771652815195054973e-07 4.819393227365107270e-07 1.800459316860901600e-07 3.310604449596164609e-07 1.130822246561255431e-04
2.867332160548916389e-02 9.997060408907681994e-01 2.848238602222908318e-07 4.952472794573326962e-07 1.850174214730509738e-07 3.402013017343741739e-07 1.162042576369002450e-04
2.906317844960974034e-02 9.997006971298453282e-01 2.926949980488334950e-07 5.089242213063136820e-07 1.901267464351134110e-07 3.495955694195231640e-07 1.194128315054127158e-04
2.945833598267730280e-02 9.996953028763917448e-01 3.007846321268980209e-07 5.229804393313692345e-07 1.953777505757827796e-07 3.592503142814130036e-07 1.227103589675949567e-04
2.985886627551409891e-02 9.996898576535866443e-01 3.090988669221971133e-07 5.374265140309828466e-07 2.007743858902797914e-07 3.691728012300531021e-07 1.260993205397350949e-04
3.026484237885337242e-02 9.996843609801108199e-01 3.176439789985697967e-07 5.522733235203937413e-07 2.063207155632516414e-07 3.793704994822429076e-07 1.295822664753500260e-04
3.067633833666272639e-02 9.996788123701065842e-01 3.264264219335308726e-07 5.675320520153972386e-07 2.120209170995988520e-07 3.898510883674907396e-07 1.331618187475464260e-04
3.109342919964865060e-02 9.996732113331311398e-01 3.354528313732022420e-07 5.832141985451292562e-07 2.178792855778747981e-07 4.006224633059442616e-07 1.368406730886785952e-04
3.151619103894462426e-02 9.996675573741187204e-01 3.447300302335873811e-07 5.993315859159073531e-07 2.239002369974071785e-07 4.116927419584622419e-07 1.406216010887061606e-04
3.194470095998537540e-02 9.996618499933327406e-01 3.542650340564818448e-07 6.158963699505200049e-07 2.300883116911544056e-07 4.230702705505485087e-07 1.445074523541954603e-04
3.237903711656973244e-02 9.996560886863240514e-01 3.640650565038483000e-07 6.329210489139899708e-07 2.364481779936261147e-07 4.347636303991319790e-07 1.485011567296938594e-04
3.281927872511473943e-02 9.996502729438861978e-01 3.741375150463480803e-07 6.504184733742235399e-07 2.429846357002392799e-07 4.467816445875280082e-07 1.526057265832164375e-04
3.326550607910352259e-02 9.996444022520096784e-01 3.844900367825196841e-07 6.684018561846323101e-07 2.497026199431106672e-07 4.591333848740030612e-07 1.568242591577966374e-04
3.371780056372962464e-02 9.996384760918387569e-01 3.951304644451355148e-07 6.868847828385821023e-07 2.566072050201956398e-07 4.718281787802682936e-07 1.611599389911768255e-04
3.417624467074045075e-02 9.996324939396236120e-01 4.060668625782845154e-07 7.058812221061818839e-07 2.637036083669102916e-07 4.848756168885291611e-07 1.656160404052473391e-04
3.464092201348251826e-02 9.996264552666767056e-01 4.173075238952772279e-07 7.254055369808922523e-07 2.709971946434030672e-07 4.982855603509307111e-07 1.701959300678990725e-04
3.511191734215130672e-02 9.996203595393231556e-01 4.288609758244597639e-07 7.454724959581876670e-07 2.784934799086830970e-07 5.120681486116339256e-07 1.749030696287259237e-04
3.558931655924840037e-02 9.996142062188577704e-01 4.407359872295214334e-07 7.660972845620452765e-07 2.861981360727064196e-07 5.262338073737596014e-07 1.797410184314159520e-04
3.607320673524882365e-02 9.996079947614937566e-01 4.529415753597991353e-07 7.872955173672797387e-07 2.941169951626433962e-07 5.407932567562651807e-07 1.847134363044757347e-04
3.656367612448138682e-02 9.996017246183185323e-01 4.654870129694132551e-07 8.090832502088322937e-07 3.022560540298295763e-07 5.557575197289262678e-07 1.898240864331782998e-04
3.706081418122499083e-02 9.995953952352434335e-01 4.783818356614143710e-07 8.314769928271927610e-07 3.106214790340562068e-07 5.711379307712854108e-07 1.950768383146504455e-04
3.756471157602369465e-02 9.995890060529548649e-01 4.916358494434930086e-07 8.544937218656244953e-07 3.192196108962630155e-07 5.869461447877297750e-07 2.004756707989116505e-04
3.807546021222371624e-02 9.995825565068656715e-01 5.052591385077178575e-07 8.781508942608445098e-07 3.280569696609969875e-07 6.031941462772416607e-07 2.060246752180835853e-04
3.859315324273520503e-02 9.995760460270668446e-01 5.192620732212636485e-07 9.024664609435158535e-07 3.371402599599551974e-07 6.198942587904674665e-07 2.117280586067422378e-04
3.911788508702192246e-02 9.995694740382746746e-01 5.336553183851546545e-07 9.274588810991625032e-07 3.464763761138018932e-07 6.370591546209249830e-07 2.175901470156611827e-04
3.964975144832197373e-02 9.995628399597832336e-01 5.484498417008846880e-07 9.531471366823255067e-07 3.560724076994017033e-07 6.547018648197103557e-07 2.236153889222351082e-04
4.018884933110263014e-02 9.995561432054117512e-01 5.636569225022131510e-07 9.795507474350190386e-07 3.659356451198222713e-07 6.728357894808351463e-07 2.298083587399333411e-04
4.073527705875248928e-02 9.995493831834530996e-01 5.792881607432564196e-07 1.006689786343147276e-06 3.760735853377960907e-07 6.914747083266954353e-07 2.361737604300456230e-04
4.128913429151419290e-02 9.995425592966220574e-01 5.953554862332375522e-07 1.034584895463203738e-06 3.864939379328248410e-07 7.106327916222455083e-07 2.427164312186647511e-04
4.185052204466096354e-02 9.995356709420034624e-01 6.118711681768851897e-07 1.063257302373212841e-06 3.972046310203664841e-07 7.303246113670048061e-07 2.494413454219349645e-04
4.241954270692029766e-02 9.995287175109981437e-01 6.288478249605933483e-07 1.092728836941100116e-06 4.082138176603838934e-07 7.505651528544953804e-07 2.563536183829383513e-04
4.299630005914809039e-02 9.995216983892711848e-01 6.462984342435560595e-07 1.123021948664803635e-06 4.195298822938200004e-07 7.713698265484718944e-07 2.634585105233276572e-04
4.358089929325677236e-02 9.995146129566966353e-01 6.642363433426399081e-07 1.154159724503492383e-06 4.311614473994460329e-07 7.927544803106409691e-07 2.707614315133781489e-04
4.417344703140068524e-02 9.995074605873024431e-01 6.826752799259835612e-07 1.186165907245767525e-06 4.431173803140168572e-07 8.147354119812969121e-07 2.782679445636579863e-04
4.477405134542242204e-02 9.995002406492182745e-01 7.016293630045981007e-07 1.219064914335075113e-06 4.554068004084968973e-07 8.373293823481600576e-07 2.859837708421867557e-04
4.538282177656344923e-02 9.994929525046177821e-01 7.211131142823458299e-07 1.252881857408575282e-06 4.680390861596485787e-07 8.605536284541004956e-07 2.939147940206446362e-04
4.599986935544285449e-02 9.994855955096628719e-01 7.411414698058286718e-07 1.287642562245041957e-06 4.810238827451452089e-07 8.844258773349731667e-07 3.020670649535527833e-04
4.662530662230762735e-02 9.994781690144473041e-01 7.617297919790498234e-07 1.323373589395899302e-06 4.943711096710840857e-07 9.089643601355035610e-07 3.104468064944080155e-04
4.725924764755833063e-02 9.994706723629412926e-01 7.828938819117459344e-07 1.360102255323443697e-06 5.080909688112895430e-07 9.341878266625326323e-07 3.190604184526797584e-04
4.790180805255385421e-02 9.994631048929321082e-01 8.046499921672114701e-07 1.397856654321980606e-06 5.221939523678875139e-07 9.601155603246781427e-07 3.279144826960322923e-04
4.855310503069897032e-02 9.994554659359654591e-01 8.270148398519784774e-07 1.436665680918802643e-06 5.366908513818160227e-07 9.867673935505460119e-07 3.370157684020025335e-04
4.921325736881874968e-02 9.994477548172903125e-01 8.500056201101134024e-07 1.476559053015272415e-06 5.515927643340635994e-07 1.014163723638939374e-06 3.463712374636329530e-04
4.988238546882332869e-02 9.994399708557950568e-01 8.736400200164078748e-07 1.517567335706867917e-06 5.669111060002572604e-07 1.042325529074094337e-06 3.559880500535166233e-04
5.056061136966764208e-02 9.994321133639517685e-01 8.979362328639454910e-07 1.559721965723127089e-06 5.826576167219964171e-07 1.071274386340412230e-06 3.658735703512062715e-04
5.124805876960934065e-02 9.994241816477539286e-01 9.229129729091340460e-07 1.603055276748233038e-06 5.988443716359008874e-07 1.101032487190447022e-06 3.760353724385860348e-04
5.194485304876955006e-02 9.994161750066555827e-01 9.485894905187979415e-07 1.647600525322908238e-06 6.154837904904369867e-07 1.131622656460845974e-06 3.864812463683144094e-04
5.265112129200034269e-02 9.994080927335109443e-01 9.749855877876043781e-07 1.693391917607454936e-06 6.325886475615241779e-07 1.163068370388093729e-06 3.972192044106432848e-04
5.336699231206309957e-02 9.993999341145117787e-01 1.002121634597694851e-06 1.740464636834855304e-06 6.501720820481403630e-07 1.195393775486707244e-06 4.082574874836595365e-04
5.409259667312202313e-02 9.993916984291242311e-01 1.030018585189608176e-06 1.788854871735151351e-06 6.682476084594323880e-07 1.228623707942652485e-06 4.196045717725710379e-04
5.482806671455710268e-02 9.993833849500282085e-01 1.058697995190507189e-06 1.838599845634052475e-06 6.868291276242618259e-07 1.262783713618266188e-06 4.312691755436759704e-04
5.557353657510084172e-02 9.993749929430491008e-01 1.088182039169052085e-06 1.889737846507358072e-06 7.059309378348263354e-07 1.297900068621698602e-06 4.432602661587243002e-04
5.632914221730312559e-02 9.993665216670987173e-01 1.118493528691640086e-06 1.942308257824914174e-06 7.255677465073695401e-07 1.333999800506820228e-06 4.555870672958295810e-04
5.709502145232878828e-02 9.993579703741070075e-01 1.149655930949641875e-06 1.996351590466114187e-06 7.457546818717868010e-07 1.371110710056897726e-06 4.682590663827377437e-04
5.787131396509229836e-02 9.993493383089572246e-01 1.181693387906508312e-06 2.051909515414724374e-06 7.665073053228446133e-07 1.409261393751613023e-06 4.812860222492101100e-04
5.865816133973419944e-02 9.993406247094202000e-01 1.214630736035487809e-06 2.109024897516857014e-06 7.878416239454996840e-07 1.448481266871984206e-06 4.946779730047473102e-04
5.945570708544391236e-02 9.993318288060872856e-01 1.248493526624429734e-06 2.167741830138755354e-06 8.097741035984168513e-07 1.488800587311105834e-06 5.084452441484902177e-04
6.026409666263371490e-02 9.993229498223037410e-01 1.283308046720171156e-06 2.228105671011124326e-06 8.323216820692629871e-07 1.530250480047282784e-06 5.225984569182054061e-04
6.108347750946849924e-02 9.993139869740992332e-01 1.319101340662057035e-06 2.290163078968857259e-06 8.555017829348794851e-07 1.572862962379809482e-06 5.371485368853486661e-04
6.191399906875630355e-02 9.993049394701208898e-01 1.355901232279111789e-06 2.353962051876308013e-06 8.793323296411923517e-07 1.616670969886306852e-06 5.521067228039083221e-04
6.275581281520445365e-02 9.992958065115623567e-01 1.393736347728049510e-06 2.419551965575820850e-06 9.038317601873339816e-07 1.661708383170227926e-06 5.674845757200958811e-04
6.360907228304628347e-02 9.992865872920961845e-01 1.432636139047726461e-06 2.486983614151450900e-06 9.290190419295019333e-07 1.708010055358656561e-06 5.832939883510030636e-04
6.447393309404345074e-02 9.992772809978008874e-01 1.472630908385408869e-06 2.556309251236739549e-06 9.549136871080250231e-07 1.755611840449356630e-06 5.995471947401240622e-04
6.535055298586910089e-02 9.992678868070906661e-01 1.513751832947015857e-06 2.627582632546783213e-06 9.815357688311015156e-07 1.804550622495602447e-06 6.162567801980321867e-04
6.623909184087668767e-02 9.992584038906441313e-01 1.556030990723721026e-06 2.700859059815223135e-06 1.008905937248794148e-06 1.854864345617533989e-06 6.334356915365742160e-04
6.713971171526031401e-02 9.992488314113311398e-01 1.599501386956220624e-06 2.776195425885227799e-06 1.037045436491211399e-06 1.906592044937869427e-06 6.510972476054503614e-04
6.805257686861129751e-02 9.992391685241397425e-01 1.644196981390722560e-06 2.853650261137819652e-06 1.065976122105495235e-06 1.959773878432595572e-06 6.692551501401813223e-04
6.897785379387658122e-02 9.992294143761014658e-01 1.690152716380993232e-06 2.933283781441357393e-06 1.095720478726385076e-06 2.014451159687574242e-06 6.879234949305612764e-04
6.991571124772466561e-02 9.992195681062192580e-01 1.737404545796531522e-06 3.015157937358748671e-06 1.126301638586715721e-06 2.070666391665287295e-06 7.071167833192917385e-04
7.086632028132422434e-02 9.992096288453877762e-01 1.785989464817079991e-06 3.099336464911812170e-06 1.157743400386148809e-06 2.128463301446941804e-06 7.268499340406317380e-04
7.182985427154131575e-02 9.991995957163231079e-01 1.835945540598017218e-06 3.185884937752588515e-06 1.190070248907127302e-06 2.187886876026782847e-06 7.471382954089233986e-04
7.280648895256074116e-02 9.991894678334813928e-01 1.887311943888881388e-06 3.274870821044404970e-06 1.223307374897607872e-06 2.248983399126123213e-06 7.679976578676221124e-04
7.379640244793725379e-02 9.991792443029832160e-01 1.940128981567611448e-06 3.366363526793295174e-06 1.257480695828428280e-06 2.311800489134078554e-06 7.894442669094402275e-04
7.479977530308275224e-02 9.991689242225348933e-01 1.994438130149915888e-06 3.460434470821896225e-06 1.292616877263185674e-06 2.376387138171582571e-06 8.114948363786270071e-04
7.581679051819496806e-02 9.991585066813517546e-01 2.050282070333542997e-06 3.557157131578470603e-06 1.328743354578681914e-06 2.442793752275635880e-06 8.341665621665242782e-04
7.684763358163397562e-02 9.991479907600760990e-01 2.107704722547298199e-06 3.656607110544075967e-06 1.365888355615075647e-06 2.511072192811115689e-06 8.574771363124860822e-04
7.789249250375253342e-02 9.991373755306972582e-01 2.166751283565336198e-06 3.758862194431689066e-06 1.404080923994231997e-06 2.581275819107867334e-06 8.814447615215611955e-04
7.895155785118633529e-02 9.991266600564714384e-01 2.227468264254344859e-06 3.864002419393263174e-06 1.443350942815948049e-06 2.653459532320991012e-06 9.060881661117619213e-04
8.002502278161052751e-02 9.991158433918404524e-01 2.289903528400503406e-06 3.972110136886813824e-06 1.483729159529405418e-06 2.727679820650569809e-06 9.314266194033409647e-04
8.111308307896872294e-02 9.991049245823462321e-01 2.354106332752945517e-06 4.083270081741767647e-06 1.525247211068010893e-06 2.803994805839708511e-06 9.574799475631255241e-04
8.221593718918115967e-02 9.990939026645513366e-01 2.420127368233663873e-06 4.197569442079653450e-06 1.567937650046831017e-06 2.882464291090529709e-06 9.842685499174793403e-04
8.333378625633819370e-02 9.990827766659527986e-01 2.488018802383684282e-06 4.315097931309570001e-06 1.611833971733581837e-06 2.963149810398351661e-06 1.011813415747504210e-03
8.446683415938599504e-02 9.990715456048959719e-01 2.557834323113465556e-06 4.435947862404315442e-06 1.656970641536160093e-06 3.046114679310023730e-06 1.040136141580657670e-03
8.561528754931102547e-02 9.990602084904924851e-01 2.629629183734807723e-06 4.560214224232175026e-06 1.703383123590313298e-06 3.131424047221860674e-06 1.069258948993640195e-03
8.677935588683004242e-02 9.990487643225298697e-01 2.703460249343560103e-06 4.687994760152348505e-06 1.751107910191188839e-06 3.219144951224533531e-06 1.099204702941189308e-03
8.795925148059269283e-02 9.990372120913872944e-01 2.779386044628316128e-06 4.819390049102079094e-06 1.800182551782968940e-06 3.309346371501046658e-06 1.129996930626397424e-03
