# k power_0.real power_0.imag power_2.real power_2.imag power_4.real power_4.imag modes
0.0115605304293 114321.055036 -1.53697044555e-05 16073.9906542 -1.6225337487e-05 -3651.96002077 6.49013499481e-05 1926.0
0.0207950204103 100917.864416 4.31259305501e-06 20254.3122363 1.97784810127e-05 639.79838256 -0.000123066104079 7110.0
0.0305392335304 96890.6852312 2.18898132036e-06 16425.3485828 -5.4388363998e-05 -10515.2859274 0.000240862754848 16088.0
0.040423081433 92002.4148808 3.92443827367e-06 9137.59332343 2.4864735837e-05 -2560.49678195 -8.39875521607e-05 28278.0
0.0503411692946 87648.7134265 -2.56762243442e-06 5211.22597567 2.68507212952e-05 -1851.82471849 -3.39167005834e-05 44226.0
0.0602829465888 84387.1696257 2.06714644683e-06 10364.009965 1.47819368673e-05 1914.39904134 -5.71568225537e-05 63422.0
0.0702388821412 82819.4319291 2.74627845805e-07 5436.86455225 5.06049459828e-06 -945.290767344 1.15668447961e-05 86454.0
0.0802169949728 79570.1375463 1.24909951632e-07 2452.0160819 8.30219089283e-06 -503.623208941 -4.42783514284e-06 112922.0
0.0901870048527 78890.1760386 -4.82650081874e-07 4063.1903739 -2.19381379611e-06 -3999.98292686 -2.10606124426e-05 142446.0
0.100164865104 76423.4146518 -4.89363731995e-07 3858.47312316 -1.13404400091e-05 -587.23583579 2.69335450215e-05 176360.0
0.110154840908 76191.0598215 3.29773924093e-07 3647.6228476 -1.0996603076e-06 -1202.90341288 2.07469244701e-05 213134.0
0.120143869201 75169.0999866 4.60656559891e-07 78.2988799294 -2.46320950287e-06 -550.10522831 1.97056760229e-05 253734.0
0.130132058869 74241.5316872 4.05368163426e-07 1975.93089122 -7.56297436656e-06 1131.27123851 1.9327601159e-05 297502.0
0.140115115814 74014.4491037 9.82167805584e-08 1642.33404885 3.80721703313e-06 -652.744491501 -2.13929338052e-05 344740.0
0.150108173729 73317.8610227 -5.54213302141e-08 1337.37047326 2.0481575405e-06 -94.7877327337 -6.30202320153e-07 396698.0
0.160104205413 72401.7824031 8.22952853875e-08 -293.236071091 3.19113984185e-06 580.047754991 -8.86235032167e-06 450466.0
0.170097889515 72014.8000927 1.4339595553e-07 724.522041062 1.22744930143e-06 -1240.35975852 9.81959441147e-07 509186.0
0.180097661585 72150.8281926 1.91776106837e-07 -366.866014572 1.09519620659e-07 -846.625905508 4.49030444702e-06 570674.0
0.190086916352 71505.2564352 2.82822212939e-07 -507.256491941 -3.93880669912e-07 -255.138731074 7.48373272833e-06 634710.0
0.200080820772 71551.1763304 3.90197745237e-07 -403.774017455 1.06397466889e-06 -589.089510061 -7.8024809052e-06 704904.0
0.210079626968 70955.1392478 -6.48981317388e-08 -132.927116137 -3.22130078703e-07 -301.322557867 1.93278047222e-06 776084.0
