# k P0 P2 modes
3.7081e-03      5.3396e+04      4.1234e+04      1.9100e+02     
8.0186e-03      3.8620e+04      7.3144e+03      1.3800e+03     
1.2844e-02      2.8530e+04      5.2343e+04      3.7700e+03     
1.7751e-02      2.7722e+04      2.9955e+04      7.2560e+03     
2.2691e-02      3.2410e+04      1.4317e+04      1.2010e+04     
2.7661e-02      3.3136e+04      7.8239e+03      1.7924e+04     
3.2632e-02      2.6722e+04      1.3433e+04      2.4910e+04     
3.7609e-02      1.9608e+04      8.8645e+03      3.3240e+04     
4.2590e-02      2.0904e+04      1.2709e+04      4.2566e+04     
4.7584e-02      2.0126e+04      1.1719e+04      5.3478e+04     
5.2589e-02      1.6854e+04      8.5423e+03      6.5258e+04     
5.7577e-02      1.6691e+04      1.0097e+04      7.7788e+04     
6.2568e-02      1.4097e+04      5.5959e+03      9.2438e+04     
6.7564e-02      1.2931e+04      4.5673e+03      1.0741e+05     
7.2559e-02      1.2870e+04      8.6837e+03      1.2424e+05     
7.7553e-02      1.3255e+04      5.7858e+03      1.4157e+05     
8.2549e-02      1.0897e+04      2.8312e+03      1.6089e+05     
8.7547e-02      1.0653e+04      1.4205e+03      1.8054e+05     
9.2542e-02      8.3525e+03      -2.2473e+03     2.0200e+05     
9.7542e-02      8.4652e+03      4.1853e+03      2.2454e+05     
1.0254e-01      6.7592e+03      1.5656e+03      2.4804e+05     
1.0754e-01      7.6111e+03      5.8127e+03      2.7288e+05     
1.1254e-01      5.2270e+03      3.6440e+03      2.9859e+05     
1.1754e-01      5.4346e+03      2.0973e+03      3.2592e+05     
1.2254e-01      6.1768e+03      3.8368e+03      3.5433e+05     
1.2753e-01      5.4069e+03      1.0864e+03      3.8342e+05     
1.3253e-01      4.6418e+03      3.2714e+02      4.1423e+05     
1.3753e-01      4.0619e+03      4.6638e+02      4.4637e+05     
1.4253e-01      3.8127e+03      1.4306e+03      4.7956e+05     
1.4753e-01      4.1236e+03      1.6033e+03      5.1353e+05     
1.5253e-01      3.3627e+03      3.0278e+02      5.4893e+05     
1.5753e-01      2.9298e+03      -1.7428e+03     5.8555e+05     
1.6253e-01      3.5909e+03      -9.2413e+02     6.2309e+05     
1.6753e-01      2.8719e+03      -8.3655e+02     6.6262e+05     
1.7253e-01      2.8194e+03      -1.5562e+02     7.0167e+05     
1.7752e-01      2.2052e+03      1.7365e+03      7.4376e+05     
1.8252e-01      2.2614e+03      1.7616e+01      7.8562e+05     
1.8752e-01      2.6031e+03      -2.8247e+02     8.3010e+05     
1.9252e-01      1.9765e+03      1.3652e+03      8.7442e+05     
1.9752e-01      1.9622e+03      1.0004e+03      9.2068e+05     
2.0252e-01      1.9133e+03      8.3643e+01      9.6772e+05     
2.0752e-01      1.9680e+03      1.3806e+03      1.0166e+06     
2.1252e-01      1.7488e+03      1.2242e+03      1.0655e+06     
2.1752e-01      1.9290e+03      2.2786e+03      1.1167e+06     
2.2252e-01      1.1028e+03      3.1884e+02      1.1679e+06     
2.2752e-01      8.2588e+02      1.2307e+03      1.2220e+06     
2.3252e-01      1.3119e+03      2.3005e+02      1.2756e+06     
2.3752e-01      1.6048e+03      -4.9573e+01     1.3322e+06     
2.4252e-01      1.7597e+03      -7.2793e+02     1.3876e+06     
2.4752e-01      1.0561e+03      2.4031e+02      1.4460e+06     
2.5252e-01      1.3599e+03      1.3137e+02      1.5040e+06     
2.5752e-01      9.9666e+02      -8.4337e+02     1.5648e+06     
2.6252e-01      8.6977e+02      -1.0384e+03     1.6261e+06     
2.6751e-01      8.4237e+02      -8.4797e+02     1.6885e+06     
2.7251e-01      1.1359e+03      -5.5962e+02     1.7529e+06     
2.7751e-01      8.3641e+02      -9.8060e+02     1.8179e+06     
2.8252e-01      9.5168e+02      -1.1280e+03     1.8833e+06     
2.8752e-01      1.0137e+03      3.1909e+02      1.9511e+06     
2.9251e-01      7.6944e+02      1.1376e+03      2.0185e+06     
2.9751e-01      7.7405e+02      6.4897e+02      2.0886e+06     
3.0251e-01      9.0614e+02      3.4955e+02      2.1598e+06     
3.0751e-01      3.8532e+02      -6.9789e+02     2.2320e+06     
3.1251e-01      6.0480e+02      -3.8887e+02     2.3040e+06     
3.1751e-01      7.4033e+02      -5.5103e+02     2.3796e+06     
3.2251e-01      8.3045e+02      4.9058e+02      2.4550e+06     
3.2751e-01      7.1867e+02      3.0446e+02      2.5320e+06     
3.3251e-01      3.4747e+02      2.9256e+02      2.6095e+06     
3.3751e-01      3.6462e+02      6.8629e+02      2.6876e+06     
3.4251e-01      2.9531e+02      4.2615e+02      2.7682e+06     
3.4751e-01      2.4246e+02      2.4080e+02      2.8494e+06     
3.5251e-01      1.3407e+02      7.9381e+00      2.9332e+06     
3.5751e-01      4.5215e+02      -7.9995e+01     3.0162e+06     
3.6251e-01      4.0555e+02      -4.6497e+02     3.1017e+06     
3.6751e-01      3.0869e+02      4.9216e+02      3.1877e+06     
3.7251e-01      6.0680e+02      1.9238e+02      3.2753e+06     
3.7751e-01      3.7870e+02      3.5859e+02      3.3626e+06     
3.8251e-01      2.3784e+02      9.6699e+01      3.4523e+06     
3.8751e-01      -3.0391e+00     3.2366e+02      3.5442e+06     
3.9251e-01      3.1841e+02      5.2023e+02      3.6361e+06     
3.9751e-01      7.4328e+01      -2.2237e+02     3.7286e+06     
4.0251e-01      4.2414e+01      1.8097e+02      3.8232e+06     
4.0751e-01      1.6198e+02      -1.0266e+02     3.9189e+06     
4.1251e-01      -3.4711e+01     -1.8922e+02     4.0169e+06     
4.1751e-01      6.7211e+01      -6.1451e+02     4.1126e+06     
4.2251e-01      1.1859e+02      -1.7714e+02     4.2134e+06     
4.2751e-01      9.6055e+01      5.3341e+01      4.3129e+06     
4.3251e-01      8.2438e+01      3.0475e+02      4.4155e+06     
4.3751e-01      -4.1156e+01     -1.5565e+02     4.5171e+06     
4.4251e-01      -1.2369e+02     -2.5186e+02     4.6208e+06     
4.4751e-01      2.6967e+02      -3.4678e+02     4.7267e+06     
4.5251e-01      2.0234e+00      -2.6356e+01     4.8327e+06     
4.5751e-01      2.5142e+02      -3.2280e+01     4.9386e+06     
4.6251e-01      9.2711e+01      4.8140e+02      5.0482e+06     
