# k P0 P2 modes
3.7054e-03      1.7770e+04      -6.0172e+04     8.3000e+01     
8.0027e-03      2.9397e+04      -1.8952e+04     5.9600e+02     
1.2850e-02      3.6488e+04      1.5408e+04      1.6480e+03     
1.7764e-02      3.7738e+04      6.1157e+03      3.1560e+03     
2.2684e-02      4.1617e+04      9.1365e+03      5.1760e+03     
2.7646e-02      3.4130e+04      1.6819e+04      7.8040e+03     
3.2636e-02      2.7765e+04      1.7161e+04      1.0874e+04     
3.7623e-02      2.2492e+04      9.9392e+03      1.4442e+04     
4.2607e-02      1.7071e+04      7.9628e+03      1.8544e+04     
4.7584e-02      2.0653e+04      1.1503e+04      2.3040e+04     
5.2572e-02      2.0057e+04      8.5686e+03      2.8366e+04     
5.7566e-02      1.5185e+04      7.8203e+03      3.3818e+04     
6.2559e-02      1.5762e+04      4.6020e+03      4.0130e+04     
6.7563e-02      1.5273e+04      6.1925e+03      4.6838e+04     
7.2561e-02      1.4079e+04      5.7018e+03      5.3826e+04     
7.7552e-02      1.2249e+04      -9.2738e+02     6.1584e+04     
8.2550e-02      1.2611e+04      3.0169e+03      6.9864e+04     
8.7545e-02      1.0764e+04      2.8963e+03      7.8404e+04     
9.2544e-02      8.5711e+03      5.6809e+03      8.7902e+04     
9.7542e-02      8.0557e+03      1.6920e+03      9.7310e+04     
1.0253e-01      7.1427e+03      3.0731e+03      1.0772e+05     
1.0754e-01      6.9809e+03      4.5867e+03      1.1865e+05     
1.1254e-01      6.7141e+03      -2.3037e+02     1.2991e+05     
1.1754e-01      6.2880e+03      4.7900e+02      1.4138e+05     
1.2253e-01      6.2809e+03      3.4873e+03      1.5396e+05     
1.2753e-01      5.4068e+03      1.3827e+03      1.6672e+05     
1.3253e-01      4.4882e+03      5.3141e+02      1.7981e+05     
1.3753e-01      4.4202e+03      1.0467e+03      1.9428e+05     
1.4253e-01      4.6021e+03      1.8922e+03      2.0777e+05     
1.4753e-01      3.8830e+03      3.1703e+03      2.2328e+05     
1.5253e-01      3.6302e+03      6.9898e+01      2.3850e+05     
1.5753e-01      3.4888e+03      2.9285e+01      2.5444e+05     
1.6253e-01      3.7987e+03      4.0980e+02      2.7068e+05     
1.6753e-01      3.0668e+03      1.1010e+02      2.8771e+05     
1.7253e-01      2.6119e+03      3.9153e+02      3.0520e+05     
1.7753e-01      2.4502e+03      7.9966e+02      3.2301e+05     
1.8253e-01      2.2534e+03      2.2450e+03      3.4181e+05     
