# s Q0 Q2 Q4 Q6 Q8 Q10
1.000000000000000021e-02 1.000000000000000000e+00 2.627953313581199992e-08 4.633365802002179425e-08 1.731933430244827938e-08 3.813974620204706478e-08 -5.236394533307869694e-09
1.013596500938556896e-02 9.999963989182028001e-01 2.700153080648789370e-08 4.760618937574447081e-08 1.779500870382227190e-08 3.918719344763028808e-08 -5.380217126154252967e-09
1.027377866714885950e-02 9.999927658652006945e-01 2.774339912209467130e-08 4.891372536523254563e-08 1.828376813118686374e-08 4.026345201491374196e-08 -5.527996375255072743e-09
1.041346610843927462e-02 9.999891005572582037e-01 2.850568637796627744e-08 5.025723114861665097e-08 1.878597337917347325e-08 4.136931622836169678e-08 -5.679841391585765092e-09
1.055505281015629848e-02 9.999854027081248597e-01 2.928895605659269083e-08 5.163769858964202661e-08 1.930199522511606033e-08 4.250560238649037628e-08 -5.835864305643866423e-09
1.069856459559610611e-02 9.999816720290103378e-01 3.009378725076748516e-08 5.305614699844230571e-08 1.983221470674120017e-08 4.367314937296442359e-08 -5.996180351466939444e-09
1.084402763916134105e-02 9.999779082285653597e-01 3.092077509832128874e-08 5.451362389459680184e-08 2.037702340744207641e-08 4.487281928437574722e-08 -6.160907952946060150e-09
1.099146847113493392e-02 9.999741110128554933e-01 3.177053122938227247e-08 5.601120579212473153e-08 2.093682374975429100e-08 4.610549807606509541e-08 -6.330168812621868213e-09
1.114091398251883941e-02 9.999702800853415008e-01 3.264368422593868293e-08 5.754999900601279458e-08 2.151202929688292412e-08 4.737209622565373268e-08 -6.504088002917737965e-09
1.129239142993853674e-02 9.999664151468535822e-01 3.354088008223597097e-08 5.913114049683907356e-08 2.210306503261624143e-08 4.867354944114159620e-08 -6.682794108085975764e-09
1.144592844061424926e-02 9.999625158955702808e-01 3.446278273976342984e-08 6.075579866279768288e-08 2.271036780085907767e-08 5.001081925957509510e-08 -6.866419128193808125e-09
1.160155301739971417e-02 9.999585820269932812e-01 3.541007451305416377e-08 6.242517430691550698e-08 2.333438645209708216e-08 5.138489392214041965e-08 -7.055098866951744213e-09
1.175929354388950687e-02 9.999546132339247606e-01 3.638345665242836712e-08 6.414050147765251468e-08 2.397558230109230187e-08 5.279678901278121279e-08 -7.248972841197510900e-09
1.191917878959576627e-02 9.999506092064425200e-01 3.738364985981889277e-08 6.590304841052659472e-08 2.463442944306518526e-08 5.424754824607245334e-08 -7.448184433821133858e-09
1.208123791519533259e-02 9.999465696318778907e-01 3.841139483167603363e-08 6.771411848049332069e-08 2.531141510975507242e-08 5.573824425070446521e-08 -7.652881001506111489e-09
1.224550047784821530e-02 9.999424941947885337e-01 3.946745281705724249e-08 6.957505118088842448e-08 2.600704003541253051e-08 5.726997937481134386e-08 -7.863213985477296914e-09
1.241199643658837636e-02 9.999383825769373457e-01 4.055260619168321785e-08 7.148722313030173694e-08 2.672181883323538360e-08 5.884388651427011552e-08 -8.079339025410407355e-09
1.258075615778781603e-02 9.999342344572633712e-01 4.166765904801708690e-08 7.345204910747296371e-08 2.745628038228207040e-08 6.046112996404373889e-08 -8.301416076513534606e-09
1.275181042069493259e-02 9.999300495118608190e-01 4.281343780185981788e-08 7.547098311506974932e-08 2.821096822518442042e-08 6.212290629327545314e-08 -8.529609529878194399e-09
1.292519042304821064e-02 9.999258274139527503e-01 4.399079181642845195e-08 7.754551947404097039e-08 2.898644097729249648e-08 6.383044524552681600e-08 -8.764088336291379694e-09
1.310092778676621127e-02 9.999215678338633229e-01 4.520059404354003973e-08 7.967719394787033169e-08 2.978327274699959374e-08 6.558501066360310320e-08 -9.005026133432691803e-09
1.327905456371494472e-02 9.999172704389965860e-01 4.644374168336820456e-08 8.186758489930521854e-08 3.060205356820992924e-08 6.738790144108431334e-08 -9.252601376747707009e-09
1.345960324155364221e-02 9.999129348938053941e-01 4.772115686243146135e-08 8.411831447894840088e-08 3.144338984472024354e-08 6.924045250005678125e-08 -9.506997473928707605e-09
1.364260674966003006e-02 9.999085608597704233e-01 4.903378733099255262e-08 8.643104984777923017e-08 3.230790480728811296e-08 7.114403579674493162e-08 -9.768402923236570046e-09
1.382809846513614535e-02 9.999041479953698630e-01 5.038260718000052221e-08 8.880750443382457104e-08 3.319623898346922065e-08 7.310006135522392182e-08 -1.003701145568899123e-08
1.401611221889583273e-02 9.998996959560552122e-01 5.176861757847150198e-08 9.124943922454524770e-08 3.410905068080940898e-08 7.510997833050010822e-08 -1.031302218129233923e-08
1.420668230183496847e-02 9.998952043942239687e-01 5.319284751911777974e-08 9.375866411021969716e-08 3.504701645324778790e-08 7.717527612676085937e-08 -1.059663978744834304e-08
1.439984347108564690e-02 9.998906729591914289e-01 5.465635464719633211e-08 9.633703918976599929e-08 3.601083173276282241e-08 7.929748541855469792e-08 -1.088807450110409939e-08
1.459563095635533526e-02 9.998861012971650419e-01 5.616022598837179988e-08 9.898647626602962624e-08 3.700121117328746878e-08 8.147817946012875568e-08 -1.118754253636177652e-08
