# k P0 P2
# reduced chi2 = 0.8548
3.7054e-03      2.1809e+04      4.6705e+03     
8.0027e-03      3.0961e+04      1.0471e+04     
1.2850e-02      3.5922e+04      1.3776e+04     
1.7764e-02      3.6714e+04      1.4709e+04     
2.2684e-02      3.4847e+04      1.4154e+04     
2.7646e-02      3.1608e+04      1.2827e+04     
3.2636e-02      2.7991e+04      1.1269e+04     
3.7623e-02      2.4651e+04      9.8233e+03     
4.2607e-02      2.1898e+04      8.6430e+03     
4.7584e-02      1.9776e+04      7.7443e+03     
5.2572e-02      1.8182e+04      7.0719e+03     
5.7566e-02      1.6944e+04      6.5412e+03     
6.2559e-02      1.5879e+04      6.0673e+03     
6.7563e-02      1.4835e+04      5.5854e+03     
7.2560e-02      1.3729e+04      5.0670e+03     
7.7552e-02      1.2546e+04      4.5156e+03     
8.2550e-02      1.1327e+04      3.9564e+03     
8.7545e-02      1.0148e+04      3.4265e+03     
9.2544e-02      9.0795e+03      2.9559e+03     
9.7542e-02      8.1720e+03      2.5621e+03     
1.0253e-01      7.4442e+03      2.2475e+03     
1.0754e-01      6.8814e+03      2.0004e+03     
1.1254e-01      6.4498e+03      1.8035e+03     
1.1754e-01      6.1036e+03      1.6370e+03     
1.2253e-01      5.7950e+03      1.4832e+03     
1.2753e-01      5.4850e+03      1.3301e+03     
1.3253e-01      5.1512e+03      1.1732e+03     
1.3753e-01      4.7880e+03      1.0137e+03     
1.4253e-01      4.4067e+03      8.5739e+02     
1.4753e-01      4.0274e+03      7.1117e+02     
1.5253e-01      3.6710e+03      5.8015e+02     
1.5753e-01      3.3546e+03      4.6708e+02     
1.6253e-01      3.0874e+03      3.7166e+02     
1.6753e-01      2.8693e+03      2.9129e+02     
1.7253e-01      2.6931e+03      2.2226e+02     
1.7753e-01      2.5472e+03      1.6095e+02     
1.8253e-01      2.4187e+03      1.0448e+02     
1.8752e-01      2.2957e+03      5.1164e+01     
1.9252e-01      2.1689e+03      4.6504e-01     
1.9752e-01      2.0346e+03      -4.7233e+01    
2.0251e-01      1.8931e+03      -9.1067e+01    
2.0752e-01      1.7493e+03      -1.3032e+02    
2.1252e-01      1.6093e+03      -1.6465e+02    
2.1752e-01      1.4786e+03      -1.9436e+02    
2.2252e-01      1.3612e+03      -2.2012e+02    
2.2752e-01      1.2586e+03      -2.4280e+02    
2.3252e-01      1.1704e+03      -2.6332e+02    
2.3752e-01      1.0943e+03      -2.8225e+02    
2.4252e-01      1.0272e+03      -2.9992e+02    
2.4752e-01      9.6542e+02      -3.1629e+02    
2.5252e-01      9.0558e+02      -3.3101e+02    
2.5751e-01      8.4576e+02      -3.4376e+02    
2.6251e-01      7.8497e+02      -3.5422e+02    
2.6751e-01      7.2341e+02      -3.6230e+02    
2.7251e-01      6.6234e+02      -3.6819e+02    
2.7752e-01      6.0317e+02      -3.7228e+02    
2.8252e-01      5.4733e+02      -3.7504e+02    
2.8751e-01      4.9610e+02      -3.7711e+02    
2.9251e-01      4.4986e+02      -3.7890e+02    
2.9751e-01      4.0819e+02      -3.8059e+02    
